Transcript	Intron	5' Splice Site Score	3' Splice Site Score	Intron Length	
CNAG_04101T0	2	5.38472391806	11.7858635192	57	
CNAG_04101T0	3	5.05033238367	11.5279880613	51	
CNAG_04101T0	4	5.42363315697	13.9161036494	65	
CNAG_04100T0	0	5.3514041514	11.7667616334	56	
CNAG_04100T0	1	7.07616334283	11.5584316918	57	
CNAG_04100T0	2	4.93197666531	11.6059693393	56	
CNAG_04100T0	3	5.42363315697	13.2835164835	50	
CNAG_04103T0	0	6.46419753086	11.0799620133	45	
CNAG_04103T0	1	5.78005698006	13.6193732194	59	
CNAG_04103T0	2	7.22078415412	10.7731379731	59	
CNAG_04103T0	3	5.40675620676	13.7510242844	58	
CNAG_04103T0	4	7.28378781712	10.6438203772	51	
CNAG_04103T0	5	6.03554470221	10.8494369828	48	
CNAG_04103T0	6	5.82618369285	10.6819156152	51	
CNAG_04103T0	7	6.13061999729	12.2640075973	54	
CNAG_04103T0	8	5.90828924162	12.5782119115	59	
CNAG_04103T0	9	5.88484601818	12.6094695428	50	
CNAG_04103T0	10	5.55636955637	12.1676841677	50	
CNAG_04103T0	11	7.10997150997	12.4044498711	47	
CNAG_04103T0	12	5.75802469136	12.4351648352	49	
CNAG_04103T0	13	6.84656084656	11.0197259531	52	
CNAG_04103T0	14	6.55525708859	13.6122642789	55	
CNAG_04102T0	0	5.40675620676	12.717351784	46	
CNAG_04102T0	1	6.78491385158	12.8665309999	56	
CNAG_01469T0	0	5.30527743861	12.4444987112	62	
CNAG_01469T0	1	6.43169176503	11.281291548	49	
CNAG_04108T0	0	6.3699362366	11.5999457333	57	
CNAG_04108T0	1	5.51154524488	12.4861212861	139	
CNAG_04108T0	2	8.3232668566	12.8650115317	63	
CNAG_04108T0	3	6.18195631529	13.8088183422	66	
CNAG_04108T0	4	6.76152489486	10.9572106905	67	
CNAG_04108T0	5	6.40444987112	13.41663275	52	
CNAG_04108T0	6	4.97088590422	13.5696106363	44	
CNAG_04108T0	7	5.51154524488	13.1595712929	127	
CNAG_04108T0	8	5.01701261701	10.8558947226	68	
CNAG_04108T0	9	5.46932573599	12.5677927011	75	
CNAG_04108T0	10	4.59758513092	12.7788902456	68	
CNAG_01465T0	0	5.78005698006	11.591642925	65	
CNAG_01465T0	1	5.05033238367	12.275349342	58	
CNAG_01465T0	2	6.36554063221	13.7590014923	70	
CNAG_01465T0	3	6.62200515534	13.1208248542	74	
CNAG_01464T0	0	5.80371727038	13.2774928775	52	
CNAG_01464T0	1	5.42363315697	12.8746167413	54	
CNAG_01464T0	2	6.06886446886	13.389010989	60	
CNAG_01464T0	3	5.78005698006	13.0439831773	59	
CNAG_01464T0	4	7.76421109754	11.2449328449	53	
CNAG_01464T0	5	6.61451634785	13.6282186949	126	
CNAG_01467T0	0	6.76250169584	13.0288970289	75	
CNAG_01467T0	1	6.30128883462	12.8688102021	87	
CNAG_01467T0	2	5.22414869082	13.6064034731	85	
CNAG_01467T0	3	5.55636955637	12.4926875594	118	
CNAG_01467T0	4	5.01701261701	10.8298466965	76	
CNAG_01466T0	0	7.00800434134	12.631013431	53	
CNAG_01466T0	1	7.33930267264	13.5270112603	129	
CNAG_01466T0	2	6.34350834351	13.3398453398	67	
CNAG_01466T0	3	5.36453669787	13.6137294804	162	
CNAG_01466T0	4	6.8660968661	12.6595577262	85	
CNAG_01466T0	5	6.30031203365	13.8905982906	76	
CNAG_01466T0	6	5.55636955637	12.7788902456	90	
CNAG_01466T0	7	6.42811016144	13.0621082621	264	
CNAG_01466T0	8	5.75802469136	11.0464794465	115	
CNAG_01461T0	0	4.59758513092	13.911708045	62	
CNAG_01461T0	1	6.3699362366	11.7471170805	52	
CNAG_01461T0	2	6.32332112332	13.0233618234	68	
CNAG_01461T0	3	5.55636955637	10.5351241351	210	
CNAG_01463T0	0	5.38472391806	11.7499389499	66	
CNAG_01463T0	1	6.77921584588	12.7798670465	91	
CNAG_00332T0	0	6.4741283408	10.5223714557	59	
CNAG_00332T0	1	4.97088590422	13.6055352055	55	
CNAG_00332T0	2	5.34250440917	13.5359652693	57	
CNAG_00332T0	3	5.01701261701	11.140686474	68	
CNAG_00332T0	4	6.1397368064	12.6547279881	60	
CNAG_00332T0	5	6.47564780898	11.4711708045	56	
CNAG_00332T0	6	4.59758513092	12.1673043006	51	
CNAG_00332T0	7	5.40675620676	10.7174060507	144	
CNAG_00333T0	0	7.18095238095	11.2779270113	54	
CNAG_00333T0	1	5.67787274454	12.7722154389	51	
CNAG_00333T0	2	5.17715371049	10.833048433	56	
CNAG_00330T0	0	7.37039750373	12.167629901	81	
CNAG_00330T0	1	5.30527743861	12.528340795	96	
CNAG_00331T0	0	6.03114909782	12.8843304843	60	
CNAG_00331T0	1	4.59758513092	13.2450413784	101	
CNAG_00331T0	2	6.46501153168	10.8035816036	69	
CNAG_00331T0	3	5.38472391806	11.0911952245	55	
CNAG_00331T0	4	5.07236467236	12.8680504681	59	
CNAG_00331T0	5	4.93197666531	12.9587301587	56	
CNAG_00331T0	6	5.89564509565	13.1547958215	77	
CNAG_00336T0	0	7.77484737485	13.0356261023	485	
CNAG_00336T0	1	7.36448243115	11.2001085334	51	
CNAG_00336T0	2	5.22414869082	12.8413512414	109	
CNAG_00337T0	0	5.40675620676	12.8744539411	213	
CNAG_00337T0	1	6.05117351784	12.4659340659	64	
CNAG_00337T0	2	4.88975715642	10.3569122236	55	
CNAG_00337T0	3	5.84854158187	12.8636548637	84	
CNAG_00334T0	0	5.98382851716	13.7510242844	61	
CNAG_00334T0	1	4.93197666531	12.9471713472	54	
CNAG_00334T0	2	6.78491385158	11.7366436033	57	
CNAG_00334T0	3	5.22414869082	11.9477411477	54	
CNAG_00334T0	4	6.42583095916	11.6485687152	56	
CNAG_00334T0	5	5.51154524488	12.5676841677	51	
CNAG_00334T0	6	5.42363315697	13.7629086962	56	
CNAG_00335T0	0	5.40675620676	13.9911002578	75	
CNAG_00335T0	1	6.46501153168	11.0470763804	71	
CNAG_00335T0	2	5.97579704246	11.3695292362	60	
CNAG_07108T0	0	5.89076109076	11.3840184507	39	
CNAG_07108T0	1	6.44444444444	13.4388278388	48	
CNAG_07108T0	2	6.71800298467	12.1673585674	45	
CNAG_07108T0	3	7.03817663818	12.8770587437	50	
CNAG_07108T0	4	6.44216524217	10.5069054402	44	
CNAG_07108T0	5	6.56898656899	11.4028490028	49	
CNAG_07108T0	6	7.75390042057	12.5623117623	48	
CNAG_07108T0	7	6.74177180844	10.7377018044	54	
CNAG_07108T0	8	6.18293311627	12.6596119929	48	
CNAG_07108T0	9	6.26699226699	9.34825668159	53	
CNAG_07108T0	10	5.34250440917	12.7984805318	62	
CNAG_07108T0	11	4.93197666531	11.5849138516	70	
CNAG_07459T0	0	6.00911680912	11.6732058065	60	
CNAG_03146T0	0	5.90828924162	12.7363994031	59	
CNAG_03146T0	1	7.29757156424	12.5272011939	64	
CNAG_03146T0	2	5.38472391806	13.1861077194	58	
CNAG_03146T0	3	5.07236467236	13.2524216524	59	
CNAG_03146T0	4	5.40675620676	12.8418939086	60	
CNAG_03146T0	5	6.84764618098	10.4111789445	72	
CNAG_03146T0	6	5.34250440917	13.7925383259	54	
CNAG_03146T0	7	6.61451634785	11.9406322073	58	
CNAG_03146T0	8	5.40675620676	12.8989282323	56	
CNAG_03146T0	9	6.71680911681	12.9222629223	68	
CNAG_03146T0	10	6.18293311627	10.6742097409	60	
CNAG_03146T0	11	5.95050875051	10.1314339981	67	
CNAG_03146T0	12	7.54242300909	12.311328178	56	
CNAG_03146T0	13	5.46975986976	10.5130375797	53	
CNAG_03146T0	14	7.66924433591	10.5892280559	58	
CNAG_03146T0	15	5.88484601818	13.3309998643	85	
CNAG_03146T0	16	5.46932573599	11.1927825261	81	
CNAG_03146T0	17	6.38556505223	11.7035951703	69	
CNAG_04813T0	0	6.54961334961	10.8951838285	71	
CNAG_04813T0	1	7.38461538462	13.0079500746	71	
CNAG_04813T0	2	5.22414869082	12.7365622032	69	
CNAG_04813T0	3	5.46932573599	12.5415818749	69	
CNAG_04813T0	4	6.80542667209	10.5238909239	74	
CNAG_04813T0	5	7.17964997965	13.3751187085	51	
CNAG_04813T0	6	6.01226427893	12.7100257767	68	
CNAG_04813T0	7	5.22414869082	13.2517704518	50	
CNAG_04810T0	0	6.30128883462	13.3463573464	64	
CNAG_04817T0	0	6.36554063221	11.3340930674	112	
CNAG_04817T0	1	6.42811016144	13.4559218559	111	
CNAG_04816T0	0	5.89076109076	10.6956450956	86	
CNAG_04816T0	1	7.75911002578	11.4460995794	66	
CNAG_04816T0	2	6.92687559354	12.9490164157	74	
CNAG_04816T0	3	4.97088590422	11.9391127391	89	
CNAG_04815T0	0	5.82618369285	8.73911273911	60	
CNAG_04815T0	1	6.90647130647	10.4824854158	52	
CNAG_04815T0	2	5.44566544567	13.5410120743	63	
CNAG_04815T0	3	6.51325464659	13.6274589608	83	
CNAG_04815T0	4	5.51154524488	12.5891737892	70	
CNAG_04815T0	5	5.61611721612	11.1401980735	81	
CNAG_04815T0	6	7.92554605888	10.5359381359	67	
CNAG_04815T0	7	4.88975715642	12.89664903	83	
CNAG_04815T0	8	6.92785239452	10.1676841677	83	
CNAG_04814T0	0	6.38241758242	11.0040971374	41	
CNAG_04814T0	1	4.93197666531	13.635381902	41	
CNAG_04814T0	2	6.01226427893	10.7100800434	52	
CNAG_04819T0	0	5.38472391806	13.6782526116	55	
CNAG_04819T0	1	6.51325464659	13.4165784832	49	
CNAG_04818T0	0	6.01226427893	13.1973409307	58	
CNAG_04818T0	1	5.59658119658	10.4866096866	54	
CNAG_04818T0	2	5.17715371049	12.8408085741	57	
CNAG_04818T0	3	7.95110568444	13.4101207435	74	
CNAG_04818T0	4	6.43169176503	10.4815086148	65	
CNAG_04818T0	5	6.80634920635	11.362366029	78	
CNAG_06271T0	0	6.2208655542	13.7460860128	84	
CNAG_06271T0	1	7.08967575634	12.4927418261	67	
CNAG_06271T0	2	4.97088590422	12.9321394655	109	
CNAG_06273T0	0	4.59758513092	12.9179758513	48	
CNAG_06273T0	1	6.32380952381	11.9470899471	45	
CNAG_03355T0	0	5.89076109076	12.4809659476	46	
CNAG_03355T0	1	5.90828924162	13.6064034731	55	
CNAG_03355T0	2	5.82618369285	10.8848731515	52	
CNAG_03355T0	3	4.88975715642	11.5292904626	59	
CNAG_03355T0	4	5.05033238367	13.5213132546	55	
CNAG_03355T0	5	5.38472391806	12.2277574278	53	
CNAG_03355T0	6	5.34250440917	10.5485280152	55	
CNAG_03355T0	7	6.71973951974	11.9322208656	52	
CNAG_03355T0	8	5.07236467236	10.8843847511	46	
CNAG_03355T0	9	6.56225749559	10.8916022249	50	
CNAG_03355T0	10	6.50392077059	13.1087776421	60	
CNAG_03355T0	11	7.14074074074	11.3362094695	51	
CNAG_03355T0	12	6.84525844526	10.6059422059	61	
CNAG_03355T0	13	6.71800298467	13.0488671822	55	
CNAG_03355T0	14	5.46932573599	12.5272011939	50	
CNAG_03355T0	15	6.32234432234	11.9470356804	65	
CNAG_03355T0	16	5.17715371049	13.3200379867	51	
CNAG_03355T0	17	6.80043413377	10.7781305115	63	
CNAG_03355T0	18	7.47887667888	11.1614706281	51	
CNAG_03355T0	19	5.51154524488	13.1386243386	55	
CNAG_03355T0	20	5.75802469136	12.3873015873	53	
CNAG_03355T0	21	6.41161307828	11.9332519333	56	
CNAG_03355T0	22	6.46419753086	12.1200379867	51	
CNAG_03355T0	23	5.46975986976	9.66723646724	57	
CNAG_03355T0	24	5.22414869082	12.8607244607	56	
CNAG_03355T0	25	5.82618369285	10.9140143807	55	
CNAG_03355T0	26	6.55004748338	10.4295753629	47	
CNAG_03355T0	27	5.61611721612	10.5286663953	51	
CNAG_03355T0	28	6.42811016144	12.4912223579	65	
CNAG_03355T0	29	8.02317188984	10.4078686745	55	
CNAG_03355T0	30	6.5964997965	13.6057522724	55	
CNAG_03355T0	31	6.41161307828	12.7429656763	57	
CNAG_03355T0	32	5.05033238367	11.7503730837	54	
CNAG_03355T0	33	5.75802469136	13.3392484059	54	
CNAG_03355T0	34	7.8851716185	11.4477818478	60	
CNAG_03355T0	35	6.48785782119	12.7773707774	49	
CNAG_03355T0	36	5.40675620676	12.717351784	54	
CNAG_03355T0	37	7.34087640754	12.6192375526	52	
CNAG_03355T0	38	5.97677384344	11.7460860128	50	
CNAG_03355T0	39	5.22414869082	12.3686338353	56	
CNAG_03355T0	40	5.49179215846	11.0713878714	67	
CNAG_03355T0	41	7.63304843305	13.1736806403	46	
CNAG_06274T0	0	5.88484601818	11.4979785646	62	
CNAG_06274T0	1	7.14074074074	12.1676841677	58	
CNAG_06274T0	2	6.84363044363	10.7765025098	86	
CNAG_06274T0	3	6.55536562203	11.771699905	62	
CNAG_06277T0	0	5.07236467236	12.7176773843	49	
CNAG_06277T0	1	5.93097273097	11.1719441053	52	
CNAG_06277T0	2	5.61611721612	11.0079500746	50	
CNAG_06277T0	3	5.36453669787	12.6620539954	56	
CNAG_06277T0	4	5.61611721612	11.2450413784	53	
CNAG_06276T0	0	5.82618369285	11.6142178809	47	
CNAG_06276T0	1	5.42363315697	11.1021571022	41	
CNAG_06276T0	2	6.90647130647	10.9073938407	62	
CNAG_06276T0	3	6.09089675756	12.4819970153	75	
CNAG_06276T0	4	5.93097273097	11.69333876	61	
CNAG_06279T0	0	6.7629358296	8.7499660833	63	
CNAG_06279T0	1	5.61611721612	10.8770587437	58	
CNAG_06279T0	2	8.37921584588	9.93374033374	57	
CNAG_06279T0	3	5.92967032967	11.6415140415	152	
CNAG_06279T0	4	6.45057658391	11.0157102157	94	
CNAG_06278T0	0	5.82618369285	10.2993894994	49	
CNAG_06278T0	1	5.78005698006	10.425668159	49	
CNAG_06278T0	2	5.75802469136	10.8534527201	59	
CNAG_06278T0	3	5.61052774386	12.8703296703	60	
CNAG_06278T0	4	5.22414869082	12.8131325465	54	
CNAG_06278T0	5	5.07236467236	13.4239587573	51	
CNAG_06278T0	6	5.40675620676	13.8307963641	53	
CNAG_06278T0	7	6.18195631529	11.0847917515	49	
CNAG_06278T0	8	6.30443630444	13.4035002035	50	
CNAG_02086T0	0	5.40675620676	12.8991452991	116	
CNAG_02086T0	1	6.30031203365	12.5550942884	66	
CNAG_02086T0	2	5.46975986976	10.7159408493	84	
CNAG_02086T0	3	5.67689594356	13.8482159815	61	
CNAG_02086T0	4	6.42713336047	11.5145841813	51	
CNAG_02086T0	5	6.54961334961	10.9930267264	52	
CNAG_02086T0	6	5.46975986976	10.8625695292	68	
CNAG_02086T0	7	7.50742097409	13.1958757292	53	
CNAG_02086T0	8	5.05033238367	12.8752136752	53	
CNAG_02086T0	9	6.50923890924	12.8468321802	57	
CNAG_02086T0	10	5.46932573599	13.5209333876	67	
CNAG_02087T0	0	5.07236467236	12.8991452991	99	
CNAG_02087T0	1	5.98382851716	12.8960520961	78	
CNAG_02087T0	2	5.67689594356	10.9785917786	64	
CNAG_02087T0	3	6.55536562203	9.75856735857	54	
CNAG_02087T0	4	5.34250440917	13.0143535477	49	
CNAG_02087T0	5	6.42854429521	10.2577669244	63	
CNAG_02087T0	6	5.38472391806	14.062623796	60	
CNAG_02087T0	7	6.06886446886	13.0911409578	57	
CNAG_02087T0	8	6.71973951974	10.8692443359	71	
CNAG_02087T0	9	6.19009632343	13.5208791209	64	
CNAG_02084T0	0	6.74600461267	11.3986161986	98	
CNAG_02084T0	1	5.90828924162	13.8090896758	60	
CNAG_02084T0	2	5.46932573599	13.6960520961	59	
CNAG_02084T0	3	5.90269976937	13.4101750102	54	
CNAG_02084T0	4	7.84517704518	13.1736263736	54	
CNAG_02084T0	5	6.1397368064	10.6532085199	53	
CNAG_02084T0	6	6.71930538597	12.9016415683	56	
CNAG_02085T0	0	5.89076109076	12.2442002442	65	
CNAG_02085T0	1	6.67361280695	12.6243386243	59	
CNAG_02082T0	0	6.93951973952	10.5848867182	56	
CNAG_02082T0	1	5.46975986976	11.3826075159	48	
CNAG_02082T0	2	5.8475647809	13.3267670601	45	
CNAG_02083T0	0	5.93097273097	10.6469135802	54	
CNAG_02083T0	1	5.34250440917	12.9164563831	41	
CNAG_02083T0	2	5.75802469136	10.5545516212	41	
CNAG_02083T0	3	5.78005698006	12.487695021	39	
CNAG_02083T0	4	6.38306878307	12.6338895672	66	
CNAG_02083T0	5	6.69770723104	12.4451499118	57	
CNAG_02083T0	6	5.30527743861	13.7510242844	50	
CNAG_02083T0	7	5.3514041514	11.1667887668	39	
CNAG_02083T0	8	5.01701261701	10.1204721205	55	
CNAG_02083T0	9	5.42363315697	13.5532763533	57	
CNAG_02083T0	10	5.82618369285	9.05000678334	55	
CNAG_02080T0	0	6.03554470221	9.11469271469	53	
CNAG_02080T0	1	6.30128883462	11.2649029982	52	
CNAG_02080T0	2	6.03554470221	9.11469271469	50	
CNAG_02081T0	0	7.72030932031	13.4558133225	73	
CNAG_02081T0	1	5.95050875051	11.2448785782	62	
CNAG_02081T0	2	6.40553520554	12.1196581197	54	
CNAG_02081T0	3	5.90828924162	10.8131325465	51	
CNAG_02081T0	4	6.32234432234	12.6700312034	55	
CNAG_02081T0	5	5.80371727038	12.3602224936	49	
CNAG_02081T0	6	5.07236467236	12.8367385701	53	
CNAG_02081T0	7	5.42363315697	11.1021571022	50	
CNAG_02081T0	8	6.54418667752	12.8804775471	51	
CNAG_02081T0	9	5.51154524488	10.4978971646	55	
CNAG_02081T0	10	6.40444987112	12.8479717813	60	
CNAG_02081T0	11	5.49179215846	10.7735721069	50	
CNAG_02081T0	12	5.78005698006	11.2875322209	57	
CNAG_02081T0	13	7.90492470492	12.9531949532	66	
CNAG_01263T0	0	8.37628544295	11.4525573192	58	
CNAG_01263T0	1	6.00911680912	12.6185863519	83	
CNAG_01263T0	2	7.10318816985	10.1614434948	57	
CNAG_01263T0	3	5.8475647809	12.5352869353	64	
CNAG_01263T0	4	6.52595305929	10.4945326279	71	
CNAG_01263T0	5	4.88975715642	12.9113553114	60	
CNAG_01263T0	6	7.95978835979	11.0847917515	68	
CNAG_01262T0	0	5.88484601818	13.3179215846	36	
CNAG_01262T0	1	7.26224392891	12.4188848189	51	
CNAG_01262T0	2	6.69564509565	12.6955908289	49	
CNAG_01262T0	3	4.59758513092	10.89664903	59	
CNAG_01261T0	0	5.51154524488	10.7822547823	180	
CNAG_01261T0	1	6.19568579569	13.656980057	62	
CNAG_01261T0	2	7.87198480532	11.6130782797	60	
CNAG_01261T0	3	5.01701261701	10.1204721205	51	
CNAG_01261T0	4	6.01226427893	12.710351377	58	
CNAG_01261T0	5	5.84854158187	13.0304164971	54	
CNAG_01267T0	0	6.32332112332	13.7735992403	61	
CNAG_01267T0	1	5.88484601818	12.7699905033	53	
CNAG_01267T0	2	6.54418667752	12.5484737485	55	
CNAG_01267T0	3	5.01701261701	11.2455297789	70	
CNAG_01266T0	0	5.8475647809	10.6596119929	52	
CNAG_01266T0	1	5.40675620676	12.7318952652	55	
CNAG_01266T0	2	5.01701261701	10.1138515805	65	
CNAG_01266T0	3	6.54592321259	10.4739112739	54	
CNAG_01266T0	4	5.88484601818	13.4843576177	59	
CNAG_01266T0	5	5.51154524488	10.9781033781	43	
CNAG_01266T0	6	6.65673585674	11.0854429521	55	
CNAG_02088T0	0	5.84854158187	12.9539546873	62	
CNAG_02089T0	0	5.8475647809	12.4189390856	50	
CNAG_02089T0	1	6.09730023063	8.77275810609	56	
CNAG_03689T0	0	5.67689594356	12.3113824447	52	
CNAG_03689T0	1	6.51325464659	13.3772893773	49	
CNAG_03688T0	0	7.07616334283	11.5159408493	49	
CNAG_03688T0	1	5.92967032967	12.5298602632	59	
CNAG_03688T0	2	6.65771265771	11.7801112468	84	
CNAG_03688T0	3	5.80371727038	13.8663410663	61	
CNAG_03683T0	0	5.17715371049	10.5271469271	55	
CNAG_03683T0	1	5.22414869082	12.7101343101	62	
CNAG_03683T0	2	5.78005698006	12.7171347171	72	
CNAG_03683T0	3	5.38472391806	12.6250983584	54	
CNAG_03682T0	0	6.68376068376	12.6623795957	97	
CNAG_03682T0	1	6.83831230498	10.7148555149	90	
CNAG_03682T0	2	5.01701261701	9.73772893773	51	
CNAG_03682T0	3	7.1582688916	11.0224935558	54	
CNAG_03682T0	4	5.01701261701	9.20444987112	53	
CNAG_03681T0	0	6.4741283408	13.7945461945	56	
CNAG_03681T0	1	6.42583095916	12.4665852666	49	
CNAG_03681T0	2	5.90828924162	12.8916022249	59	
CNAG_03681T0	3	5.80371727038	13.7712115045	48	
CNAG_03681T0	4	5.95050875051	11.2090625424	43	
CNAG_03681T0	5	6.88536155203	9.07860534527	52	
CNAG_03681T0	6	6.7849681183	9.20374440374	59	
CNAG_03681T0	7	7.51404151404	11.3834215168	54	
CNAG_03681T0	8	5.80371727038	13.4558675892	50	
CNAG_03681T0	9	6.74177180844	10.1274725275	54	
CNAG_03681T0	10	5.95050875051	13.6418939086	52	
CNAG_03681T0	11	5.51154524488	13.7355040022	55	
CNAG_03680T0	0	4.97088590422	12.6589607923	56	
CNAG_03680T0	1	6.65771265771	13.424013024	47	
CNAG_03680T0	2	5.38472391806	12.5957400624	49	
CNAG_03680T0	3	6.35544702211	13.1600054267	55	
CNAG_03680T0	4	5.30527743861	13.3355582689	55	
CNAG_03680T0	5	7.94540767874	10.868647402	53	
CNAG_03680T0	6	7.66256952924	10.6822954823	63	
CNAG_03680T0	7	7.18095238095	11.4990638991	64	
CNAG_03680T0	8	5.51154524488	13.331651065	56	
CNAG_03680T0	9	5.51154524488	12.4144349478	57	
CNAG_03680T0	10	6.55525708859	13.2511735178	53	
CNAG_03680T0	11	6.31018857686	10.488291955	52	
CNAG_03680T0	12	7.61101614435	10.8739112739	63	
CNAG_03680T0	13	7.07616334283	10.5300773301	59	
CNAG_03680T0	14	6.54418667752	11.7503730837	56	
CNAG_03680T0	15	4.59758513092	13.6274589608	62	
CNAG_03687T0	0	6.46419753086	13.4101750102	69	
CNAG_03687T0	1	6.36103649437	13.5130104463	57	
CNAG_03687T0	2	6.50392077059	13.2981142314	51	
CNAG_03686T0	0	6.4741283408	12.9945461945	56	
CNAG_03686T0	1	6.32234432234	10.5788088455	62	
CNAG_03686T0	2	6.31018857686	10.4455840456	62	
CNAG_03685T0	0	4.97088590422	13.5285849953	72	
CNAG_03684T0	0	4.88975715642	12.9179758513	56	
CNAG_03684T0	1	5.78005698006	12.298304165	54	
CNAG_03684T0	2	5.92967032967	13.6412969746	51	
CNAG_03684T0	3	5.8475647809	12.9944376611	47	
CNAG_03684T0	4	5.61611721612	12.4876407543	54	
CNAG_03684T0	5	6.1397368064	11.1974494641	53	
CNAG_03684T0	6	5.59658119658	11.1537647538	55	
CNAG_03684T0	7	5.8475647809	13.0421381088	50	
CNAG_03684T0	8	5.80415140415	11.050657984	55	
CNAG_03684T0	9	6.42583095916	13.9186541853	57	
CNAG_03684T0	10	6.57207977208	11.6141636142	55	
CNAG_03684T0	11	4.93197666531	11.7727309727	52	
CNAG_03684T0	12	4.88975715642	12.6624881292	54	
CNAG_06415T0	0	5.88484601818	11.7639397639	55	
CNAG_06415T0	1	5.01701261701	11.2092253426	47	
CNAG_06415T0	2	6.00911680912	12.3116537783	49	
CNAG_06415T0	3	4.93197666531	11.0369827703	75	
CNAG_06414T0	0	6.6768688102	10.2904897572	84	
CNAG_06414T0	1	6.62200515534	10.4991995659	67	
CNAG_06414T0	2	6.8660968661	13.251716185	71	
CNAG_06414T0	3	5.97579704246	10.6123999457	72	
CNAG_06417T0	0	6.32234432234	13.6348392348	42	
CNAG_06417T0	1	7.10438203772	11.3840184507	77	
CNAG_06417T0	2	5.89076109076	12.7100257767	129	
CNAG_06417T0	3	5.30527743861	12.7016687017	107	
CNAG_06417T0	4	5.61052774386	9.92386379053	60	
CNAG_06416T0	0	7.76030389364	10.8749966083	59	
CNAG_06416T0	1	6.26699226699	9.60645773979	58	
CNAG_06416T0	2	6.42528829195	12.1206349206	71	
CNAG_06416T0	3	6.96600189934	12.8067290734	83	
CNAG_06416T0	4	6.48829195496	10.7990774657	91	
CNAG_06416T0	5	5.80371727038	11.8954280288	115	
CNAG_06416T0	6	8.34470221137	10.7863247863	69	
CNAG_06416T0	7	5.3514041514	11.7161850495	119	
CNAG_06416T0	8	5.49179215846	11.4555419889	79	
CNAG_06416T0	9	5.46932573599	13.1715099715	81	
CNAG_06411T0	0	6.50923890924	13.4697598698	51	
CNAG_06411T0	1	5.22414869082	12.5286663953	48	
CNAG_06411T0	2	5.82618369285	9.44892144892	47	
CNAG_06411T0	3	5.01701261701	10.1318681319	50	
CNAG_06410T0	0	5.42363315697	11.5353140686	51	
CNAG_06410T0	1	6.67361280695	12.7698819699	49	
CNAG_06410T0	2	6.55634242301	10.2830552164	55	
CNAG_06413T0	0	5.88484601818	13.4993352327	57	
CNAG_06413T0	1	5.78005698006	13.2516076516	58	
CNAG_06412T0	0	5.95050875051	11.2450413784	85	
CNAG_06412T0	1	5.61611721612	10.2851716185	45	
CNAG_06412T0	2	5.90269976937	12.2866910867	52	
CNAG_06412T0	3	6.80043413377	13.5614706281	57	
CNAG_06419T0	0	6.62200515534	13.1401438068	75	
CNAG_06419T0	1	6.82224935558	11.019346086	105	
CNAG_06419T0	2	6.09089675756	12.5787545788	140	
CNAG_06419T0	3	5.98941798942	13.4159815493	145	
CNAG_06418T0	0	6.69081535748	13.7436440103	60	
CNAG_06418T0	1	6.7849681183	9.81668701669	54	
CNAG_06418T0	2	5.97579704246	10.8055352055	90	
CNAG_06418T0	3	7.8851716185	12.5286121286	67	
CNAG_06418T0	4	5.01701261701	11.2746167413	67	
CNAG_06418T0	5	5.22414869082	11.2741826075	92	
CNAG_01199T0	0	5.01701261701	11.1963641297	45	
CNAG_01199T0	1	5.51154524488	11.0814272148	99	
CNAG_01199T0	2	6.01226427893	12.2916293583	57	
CNAG_01199T0	3	5.93097273097	11.5004205671	59	
CNAG_01198T0	0	5.78005698006	12.785619319	66	
CNAG_01198T0	1	5.40675620676	13.2881291548	104	
CNAG_01198T0	2	5.89076109076	10.474671008	141	
CNAG_01195T0	0	6.32380952381	11.7431013431	74	
CNAG_01195T0	1	5.07236467236	12.669705603	61	
CNAG_01195T0	2	5.8475647809	12.6560303894	53	
CNAG_01195T0	3	6.32234432234	10.5378374712	57	
CNAG_01195T0	4	6.52389092389	12.3814950482	54	
CNAG_01195T0	5	5.98941798942	11.3356125356	63	
CNAG_01195T0	6	5.3514041514	9.50866910867	59	
CNAG_01195T0	7	6.38361145028	12.6544566545	53	
CNAG_01195T0	8	6.46419753086	12.3635870303	55	
CNAG_01195T0	9	5.69892823226	13.1804097137	54	
CNAG_01195T0	10	5.80371727038	11.7291005291	54	
CNAG_01194T0	0	6.99530592864	11.0073531407	54	
CNAG_01194T0	1	4.59758513092	12.11336318	53	
CNAG_01197T0	0	6.42583095916	11.0369827703	50	
CNAG_01197T0	1	5.93097273097	9.89586216253	52	
CNAG_01197T0	2	7.51621218288	11.05668159	52	
CNAG_01196T0	0	5.98941798942	10.7094831095	58	
CNAG_01196T0	1	7.07616334283	8.81286121286	53	
CNAG_01196T0	2	5.05033238367	11.0076244743	57	
CNAG_01196T0	3	5.3514041514	11.2745624746	51	
CNAG_01196T0	4	5.97579704246	10.3639668973	43	
CNAG_01196T0	5	5.51154524488	11.6308234975	57	
CNAG_01196T0	6	7.17172703839	12.2442002442	61	
CNAG_01196T0	7	5.8475647809	10.8770587437	64	
CNAG_01196T0	8	5.3514041514	10.8298466965	61	
CNAG_01196T0	9	5.80415140415	11.0362230362	56	
CNAG_01196T0	10	5.01701261701	11.8028490028	66	
CNAG_01191T0	0	6.84656084656	10.9281779948	87	
CNAG_01191T0	1	6.69081535748	13.3692036359	60	
