Transcript	Length
CNAG_02155T0	1604
CNAG_02156T0	1656
CNAG_02157T0	2098
CNAG_02159T0	2120
CNAG_02160T0	2627
CNAG_02160T1	2627
CNAG_02161T0	4500
CNAG_02162T0	1126
CNAG_02163T0	1586
CNAG_02164T0	4145
CNAG_02165T0	3662
CNAG_02166T0	6742
CNAG_02167T0	3001
CNAG_02168T0	5504
CNAG_02169T0	2041
CNAG_02170T0	2466
CNAG_02171T0	3021
CNAG_02172T0	6236
CNAG_02173T0	1049
CNAG_02174T0	2508
CNAG_02174T1	2508
CNAG_02174T2	2508
CNAG_02175T0	5627
CNAG_02176T0	3789
CNAG_02177T0	2245
CNAG_02178T0	3354
CNAG_02179T0	3063
CNAG_02180T0	4653
CNAG_02181T0	2000
CNAG_02182T0	2873
CNAG_02183T0	6713
CNAG_02184T0	782
CNAG_02185T0	2756
CNAG_02186T0	866
CNAG_02187T0	1940
CNAG_02188T0	1747
CNAG_02189T0	2461
CNAG_02190T0	1193
CNAG_02191T0	911
CNAG_02192T0	1721
CNAG_02193T0	1281
CNAG_02194T0	2775
CNAG_02195T0	2656
CNAG_02196T0	1965
CNAG_02197T0	2324
CNAG_02198T0	972
CNAG_02199T0	1591
CNAG_02200T0	899
CNAG_02201T0	2107
CNAG_02202T0	1033
CNAG_02203T0	3772
CNAG_02203T1	3772
CNAG_02204T0	1549
CNAG_02205T0	2263
CNAG_02205T1	2263
CNAG_02206T0	1208
CNAG_02206T1	1208
CNAG_02207T0	1690
CNAG_02208T0	3358
CNAG_02209T0	2129
CNAG_02210T0	2564
CNAG_02211T0	2003
CNAG_02212T0	3173
CNAG_02213T0	2119
CNAG_02214T0	1357
CNAG_02215T0	969
CNAG_02215T1	969
CNAG_02216T0	6366
CNAG_02217T0	5145
CNAG_02218T0	3516
CNAG_02219T0	5030
CNAG_02220T0	4406
CNAG_02221T0	1577
CNAG_02222T0	1477
CNAG_02223T0	5617
CNAG_02224T0	2128
CNAG_02224T1	2128
CNAG_02225T0	2396
CNAG_02226T0	2548
CNAG_02227T0	999
CNAG_02228T0	1543
CNAG_02228T1	1543
CNAG_02229T0	1653
CNAG_02229T1	1653
CNAG_02230T0	4405
CNAG_02231T0	1729
CNAG_02232T0	2317
CNAG_02233T0	7904
CNAG_02234T0	1736
CNAG_02235T0	1603
CNAG_02236T0	1841
CNAG_02237T0	4087
CNAG_02238T0	1294
CNAG_02239T0	1957
CNAG_02240T0	3413
CNAG_02241T0	343
CNAG_02253T0	620
CNAG_02253T1	620
CNAG_02253T2	620
CNAG_02254T0	3065
CNAG_02255T0	2412
CNAG_02257T0	1380
CNAG_02258T0	3709
CNAG_02258T1	3709
CNAG_02259T0	2119
CNAG_02260T0	1880
CNAG_02261T0	1890
CNAG_02262T0	7028
CNAG_02263T0	1607
CNAG_02264T0	4328
CNAG_02264T1	4328
CNAG_02265T0	4567
CNAG_02266T0	1225
CNAG_02267T0	2859
CNAG_02268T0	1657
CNAG_02269T0	1937
CNAG_02270T0	2149
CNAG_02280T0	930
CNAG_02281T0	2329
CNAG_02281T1	2329
CNAG_02281T2	2329
CNAG_02282T0	3809
CNAG_02282T1	3809
CNAG_02283T0	2692
CNAG_02284T0	2400
CNAG_02285T0	1580
CNAG_02286T0	5720
CNAG_02287T0	1864
CNAG_02288T0	2176
CNAG_02289T0	1461
CNAG_02290T0	1953
CNAG_02291T0	748
CNAG_02292T0	1382
CNAG_02293T0	3218
CNAG_02293T1	3218
CNAG_02294T0	2075
CNAG_02295T0	1734
CNAG_02296T0	1390
CNAG_02297T0	984
CNAG_02298T0	4523
CNAG_02299T0	2782
CNAG_02300T0	3324
CNAG_02301T0	2075
CNAG_02302T0	1630
CNAG_02302T1	1630
CNAG_02303T0	5254
CNAG_02304T0	1389
CNAG_02305T0	4008
CNAG_02306T0	1777
CNAG_02307T0	1365
CNAG_02308T0	1833
CNAG_02309T0	1856
CNAG_02310T0	2556
CNAG_02311T0	2197
CNAG_02312T0	3568
CNAG_02313T0	1032
CNAG_02313T1	1032
CNAG_02314T0	1928
CNAG_02315T0	1785
CNAG_02316T0	1832
CNAG_02317T0	2137
CNAG_02318T0	2860
CNAG_02318T1	2860
CNAG_02319T0	2709
CNAG_02321T0	3300
CNAG_02322T0	3369
CNAG_02323T0	3926
CNAG_02324T0	2487
CNAG_02324T1	2487
CNAG_02325T0	1397
CNAG_02326T0	2949
CNAG_02327T0	2224
CNAG_02328T0	3305
CNAG_02330T0	2442
CNAG_02331T0	1237
CNAG_02332T0	1850
CNAG_02333T0	2465
CNAG_02334T0	521
CNAG_02335T0	2639
CNAG_02336T0	4247
CNAG_02337T0	1817
CNAG_02338T0	1617
CNAG_02339T0	1155
CNAG_02340T0	872
CNAG_02341T0	4253
CNAG_02342T0	1725
CNAG_02343T0	2908
CNAG_02344T0	1818
CNAG_02345T0	3302
CNAG_02347T0	2325
CNAG_02348T0	1087
CNAG_02349T0	2485
CNAG_02350T0	1190
CNAG_02351T0	3339
CNAG_02353T0	4174
CNAG_02353T1	4174
CNAG_02354T0	1619
CNAG_02355T0	2069
CNAG_02356T0	1234
CNAG_02357T0	2713
CNAG_02358T0	1896
CNAG_02359T0	1538
CNAG_02360T0	1704
CNAG_02361T0	2643
CNAG_02362T0	2116
CNAG_02363T0	2393
CNAG_02364T0	1877
CNAG_02365T0	2456
CNAG_02366T0	2155
CNAG_02367T0	1606
CNAG_02368T0	2803
CNAG_02368T1	2803
CNAG_02371T0	1423
CNAG_02372T0	1888
CNAG_02373T0	3569
CNAG_02374T0	3182
CNAG_02375T0	3940
CNAG_02376T0	1649
CNAG_02377T0	1949
CNAG_02378T0	992
CNAG_02381T0	1708
CNAG_02382T0	1486
CNAG_02383T0	1675
CNAG_02384T0	931
CNAG_02385T0	1987
CNAG_02386T0	1170
CNAG_02387T0	2573
CNAG_02387T1	2573
CNAG_02388T0	1515
CNAG_02388T1	1515
CNAG_02389T0	4833
CNAG_02392T0	4701
CNAG_02393T0	5400
CNAG_02394T0	1311
CNAG_02395T0	3168
CNAG_02396T0	1748
CNAG_02397T0	2914
CNAG_02398T0	4667
CNAG_02399T0	2699
CNAG_02400T0	1524
CNAG_02401T0	3145
CNAG_02402T0	5498
CNAG_02403T0	1126
CNAG_02404T0	2373
CNAG_02405T0	1998
CNAG_02406T0	2808
CNAG_02407T0	4377
CNAG_02408T0	1504
CNAG_02409T0	1791
CNAG_02412T0	611
CNAG_02413T0	3197
CNAG_02413T1	3197
CNAG_02414T0	948
CNAG_02415T0	2073
CNAG_02416T0	488
CNAG_02417T0	3344
CNAG_02418T0	2726
CNAG_02419T0	3087
CNAG_02420T0	1875
CNAG_02420T1	1875
CNAG_02421T0	1292
CNAG_02422T0	781
CNAG_02423T0	2575
CNAG_02424T0	2930
CNAG_02425T0	932
CNAG_02426T0	3393
CNAG_02427T0	1408
CNAG_02427T1	1408
CNAG_02428T0	3347
CNAG_02429T0	723
CNAG_02430T0	6499
CNAG_02431T0	1587
CNAG_02432T0	3638
CNAG_02432T1	3638
CNAG_02433T0	1658
CNAG_02434T0	788
CNAG_02435T0	1771
CNAG_02436T0	2337
CNAG_02437T0	4971
CNAG_02438T0	1687
CNAG_02438T1	1687
CNAG_02439T0	1889
CNAG_02439T1	1889
CNAG_02440T0	3620
CNAG_02441T0	2026
CNAG_02442T0	1364
CNAG_02443T0	656
CNAG_02444T0	1673
CNAG_02445T0	2407
CNAG_02446T0	1206
CNAG_02447T0	1367
CNAG_02448T0	727
CNAG_02449T0	3551
CNAG_02452T0	1515
CNAG_02453T0	6248
CNAG_02454T0	2464
CNAG_02455T0	2639
CNAG_02457T0	3588
CNAG_02458T0	5767
CNAG_02459T0	2382
CNAG_02460T0	1572
CNAG_02463T0	2173
CNAG_02464T0	5210
CNAG_02465T0	2891
CNAG_02466T0	3001
CNAG_02467T0	4798
CNAG_02468T0	4773
CNAG_02469T0	1716
CNAG_02470T0	2063
CNAG_02471T0	876
CNAG_02472T0	2270
CNAG_02473T0	1889
CNAG_02475T0	2460
CNAG_02476T0	4265
CNAG_02476T1	4265
CNAG_02477T0	1832
CNAG_02478T0	1853
CNAG_02479T0	3304
CNAG_02480T0	2397
CNAG_02481T0	1935
CNAG_02482T0	1004
CNAG_02483T0	1478
CNAG_02484T0	1195
CNAG_02484T1	1195
CNAG_02485T0	1588
CNAG_02486T0	1442
CNAG_02487T0	2627
CNAG_02488T0	3544
CNAG_02489T0	1697
CNAG_02490T0	5307
CNAG_02491T0	1640
CNAG_02492T0	1214
CNAG_02493T0	1772
CNAG_02494T0	2995
CNAG_02495T0	1909
CNAG_02496T0	1308
CNAG_02497T0	2798
CNAG_02497T1	2798
CNAG_02498T0	4569
CNAG_02499T0	568
CNAG_02500T0	2594
CNAG_02501T0	1452
CNAG_02502T0	2397
CNAG_02503T0	1157
CNAG_02503T1	1157
CNAG_02504T0	1621
CNAG_02505T0	2445
CNAG_02506T0	1240
CNAG_02507T0	1587
CNAG_02508T0	1662
CNAG_02509T0	1952
CNAG_02510T0	2507
CNAG_02510T1	2507
CNAG_02510T2	2507
CNAG_02511T0	2856
CNAG_02512T0	4416
CNAG_02514T0	1464
CNAG_02515T0	1474
CNAG_02516T0	3085
CNAG_02516T1	3085
CNAG_02516T2	3085
CNAG_02517T0	1727
CNAG_02519T0	802
CNAG_02520T0	2769
CNAG_02521T0	1325
CNAG_02522T0	2329
CNAG_02523T0	5482
CNAG_02523T1	5482
CNAG_02524T0	3663
CNAG_02525T0	4807
CNAG_02526T0	1112
CNAG_02527T0	3387
CNAG_02527T1	3387
CNAG_02528T0	3275
CNAG_02528T1	3275
CNAG_02529T0	784
CNAG_02530T0	3038
CNAG_02531T0	3000
CNAG_02532T0	1854
CNAG_02533T0	2297
CNAG_02534T0	1808
CNAG_02535T0	1580
CNAG_02536T0	2213
CNAG_02537T0	530
CNAG_02538T0	1180
CNAG_02539T0	2714
CNAG_02540T0	3744
CNAG_02541T0	4625
CNAG_02542T0	1571
CNAG_02543T0	2446
CNAG_02544T0	655
CNAG_02545T0	2171
CNAG_02546T0	1430
CNAG_02547T0	6801
CNAG_02548T0	3218
CNAG_02548T1	3218
CNAG_02549T0	2936
CNAG_02550T0	884
CNAG_02551T0	776
CNAG_02552T0	3175
CNAG_02552T1	3175
CNAG_02552T2	3175
CNAG_02553T0	1347
CNAG_02554T0	2510
CNAG_02555T0	3155
CNAG_02556T0	1338
CNAG_02557T0	2565
CNAG_02558T0	973
CNAG_02561T0	2254
CNAG_02562T0	4038
CNAG_02563T0	4094
CNAG_02564T0	3341
CNAG_02565T0	2701
CNAG_02566T0	3773
CNAG_02567T0	1441
CNAG_02568T0	5293
CNAG_02569T0	1468
CNAG_02570T0	778
CNAG_02572T0	905
CNAG_02573T0	1353
CNAG_02574T0	4296
CNAG_02575T0	1757
CNAG_02576T0	2170
CNAG_02577T0	2067
CNAG_02578T0	2530
CNAG_02579T0	5346
CNAG_02579T1	5346
CNAG_02580T0	2014
CNAG_02581T0	2290
CNAG_02582T0	642
CNAG_02583T0	2125
CNAG_02584T0	1739
CNAG_02585T0	2818
CNAG_02586T0	2622
CNAG_02587T0	3409
CNAG_02588T0	3478
CNAG_02589T0	1901
CNAG_02590T0	2603
CNAG_02591T0	745
CNAG_02592T0	1542
CNAG_02593T0	3129
CNAG_02594T0	2983
CNAG_02595T0	3285
CNAG_02595T1	3285
CNAG_02596T0	762
CNAG_02597T0	2461
CNAG_02598T0	2210
CNAG_02599T0	1223
CNAG_02600T0	2425
CNAG_02601T0	1006
CNAG_02602T0	2067
CNAG_02603T0	2676
CNAG_02604T0	3856
CNAG_02605T0	2385
CNAG_02606T0	2617
CNAG_02609T0	1960
CNAG_02654T0	7781
CNAG_02655T0	1480
CNAG_02656T0	1295
CNAG_02657T0	2127
CNAG_02658T0	4287
CNAG_02659T0	1551
CNAG_02659T1	1551
CNAG_02660T0	1705
CNAG_02661T0	2003
CNAG_02662T0	4468
CNAG_02663T0	2048
CNAG_02664T0	3102
CNAG_02665T0	3198
CNAG_02665T1	3198
CNAG_02666T0	2257
CNAG_02667T0	2744
CNAG_02670T0	2523
CNAG_02671T0	3095
CNAG_02672T0	2214
CNAG_02673T0	1418
CNAG_02674T0	2344
CNAG_02675T0	3973
CNAG_02676T0	1676
CNAG_02677T0	1989
CNAG_02678T0	1841
CNAG_02679T0	2531
CNAG_02680T0	5676
CNAG_02681T0	2489
CNAG_02682T0	4764
CNAG_02683T0	2933
CNAG_02684T0	5595
CNAG_02685T0	2267
CNAG_02686T0	3250
CNAG_02687T0	1489
CNAG_02688T0	2221
CNAG_02689T0	1049
CNAG_02690T0	1855
CNAG_02691T0	1869
CNAG_02692T0	1227
CNAG_02693T0	1882
CNAG_02694T0	3674
CNAG_02694T1	3674
CNAG_02695T0	3968
CNAG_02695T1	3968
CNAG_02696T0	4662
CNAG_02697T0	2244
CNAG_02698T0	3343
CNAG_02699T0	5096
CNAG_02700T0	5417
CNAG_02700T1	5417
CNAG_02701T0	2335
CNAG_02702T0	3623
CNAG_02703T0	4110
CNAG_02703T1	4110
CNAG_02704T0	977
CNAG_02705T0	2364
CNAG_02705T1	2364
CNAG_02705T2	2364
CNAG_02706T0	1374
CNAG_02707T0	1933
CNAG_02708T0	2162
CNAG_02709T0	522
CNAG_02710T0	2354
CNAG_02711T0	2790
CNAG_02712T0	1527
CNAG_02713T0	1849
CNAG_02714T0	3199
CNAG_02715T0	2239
CNAG_02716T0	3991
CNAG_02717T0	2413
CNAG_02718T0	2657
CNAG_02719T0	4743
CNAG_02720T0	2468
CNAG_02721T0	5286
CNAG_02722T0	3316
CNAG_02723T0	3315
CNAG_02724T0	2868
CNAG_02725T0	1497
CNAG_02726T0	1653
CNAG_02727T0	1906
CNAG_02728T0	1531
CNAG_02729T0	2365
CNAG_02730T0	2310
CNAG_02733T0	2657
CNAG_02734T0	765
CNAG_02735T0	1494
CNAG_02736T0	2097
CNAG_02737T0	354
CNAG_02738T0	2002
CNAG_02739T0	1572
CNAG_02740T0	1513
CNAG_02741T0	3522
CNAG_02742T0	4098
CNAG_02744T0	2210
CNAG_02745T0	3603
CNAG_02747T0	2412
CNAG_02748T0	2267
CNAG_02749T0	4093
CNAG_02750T0	864
CNAG_02750T1	864
CNAG_02750T2	864
CNAG_02751T0	1980
CNAG_02752T0	1808
CNAG_02753T0	1703
CNAG_02754T0	960
CNAG_02755T0	2282
CNAG_02756T0	1595
CNAG_02756T1	1595
CNAG_02757T0	2230
CNAG_02758T0	1759
CNAG_02759T0	1634
CNAG_02760T0	2186
CNAG_02761T0	1046
CNAG_02762T0	847
CNAG_02763T0	2642
CNAG_02764T0	3797
CNAG_02765T0	1645
CNAG_02766T0	2062
CNAG_02767T0	1729
CNAG_02768T0	1021
CNAG_02769T0	1668
CNAG_02770T0	1159
CNAG_02771T0	4782
CNAG_02772T0	1595
CNAG_02773T0	4120
CNAG_02774T0	3480
CNAG_02775T0	1277
CNAG_02776T0	683
CNAG_02777T0	3503
CNAG_02777T1	3503
CNAG_02779T0	1579
CNAG_02780T0	2021
CNAG_02781T0	2236
CNAG_02781T1	1510
CNAG_02782T0	2132
CNAG_02783T0	863
CNAG_02784T0	2357
CNAG_02785T0	2563
CNAG_02786T0	2432
CNAG_02787T0	1426
CNAG_02788T0	1786
CNAG_02789T0	3044
CNAG_02790T0	1839
CNAG_02791T0	1515
CNAG_02792T0	1968
CNAG_02793T0	2253
CNAG_02794T0	2372
CNAG_02795T0	1446
CNAG_02796T0	3677
CNAG_02797T0	1777
CNAG_02798T0	1317
CNAG_02799T0	2576
CNAG_02800T0	2500
CNAG_02801T0	1117
CNAG_02801T1	1117
CNAG_02802T0	2003
CNAG_02802T1	2003
CNAG_02803T0	1870
CNAG_02804T0	1550
CNAG_02805T0	2018
CNAG_02806T0	2189
CNAG_02806T1	2189
CNAG_02809T0	2792
CNAG_02810T0	4091
CNAG_02810T1	4091
CNAG_02811T0	1245
CNAG_02812T0	1737
CNAG_02813T0	574
CNAG_02814T0	3420
CNAG_02815T0	2769
CNAG_02816T0	3410
CNAG_02817T0	1691
CNAG_02818T0	1702
CNAG_02818T1	1702
CNAG_02819T0	1889
CNAG_02820T0	3480
CNAG_02821T0	1313
CNAG_02822T0	3813
CNAG_02823T0	4769
CNAG_02824T0	2028
CNAG_02825T0	1869
CNAG_02826T0	2109
CNAG_02827T0	711
CNAG_02828T0	4353
CNAG_02829T0	3016
CNAG_02830T0	1875
CNAG_02833T0	705
CNAG_02834T0	6205
CNAG_02838T0	1801
CNAG_02839T0	2102
CNAG_02840T0	2021
CNAG_02840T1	2021
CNAG_02841T0	2560
CNAG_02841T1	2560
CNAG_02842T0	1171
CNAG_02843T0	1597
CNAG_02844T0	2049
CNAG_02845T0	2084
CNAG_02846T0	1392
CNAG_02847T0	1243
CNAG_02848T0	2018
CNAG_02849T0	2206
CNAG_02850T0	3333
CNAG_02851T0	1899
CNAG_02852T0	2014
CNAG_02853T0	2460
CNAG_02854T0	1375
CNAG_02855T0	1634
CNAG_02856T0	4635
CNAG_02857T0	3307
CNAG_02858T0	1834
CNAG_02859T0	1986
CNAG_02859T1	1986
CNAG_02859T2	1986
CNAG_02859T3	1986
CNAG_02860T0	3035
CNAG_02861T0	1357
CNAG_02862T0	1298
CNAG_02863T0	892
CNAG_02864T0	1275
CNAG_02865T0	1488
CNAG_02865T1	1488
CNAG_02866T0	2730
CNAG_02867T0	3319
CNAG_02868T0	2324
CNAG_02869T0	1602
CNAG_02870T0	2010
CNAG_02871T0	3314
CNAG_02872T0	1606
CNAG_02873T0	984
CNAG_02874T0	2487
CNAG_02875T0	1906
CNAG_02876T0	2753
CNAG_02877T0	3736
CNAG_02878T0	1704
CNAG_02879T0	1181
CNAG_02880T0	1930
CNAG_02881T0	1295
CNAG_02882T0	4198
CNAG_02883T0	2130
CNAG_02884T0	1420
CNAG_02885T0	2269
CNAG_02886T0	1378
CNAG_02888T0	2401
CNAG_02889T0	929
CNAG_02890T0	1416
CNAG_02891T0	934
CNAG_02892T0	2401
CNAG_02893T0	1311
CNAG_02893T1	1311
CNAG_02894T0	1335
CNAG_02895T0	3312
CNAG_02896T0	2148
CNAG_02897T0	4458
CNAG_02898T0	897
CNAG_02899T0	984
CNAG_02900T0	2154
CNAG_02901T0	1282
CNAG_02902T0	2407
CNAG_02903T0	1875
CNAG_02904T0	1365
CNAG_02905T0	747
CNAG_02906T0	1570
CNAG_02907T0	1585
CNAG_02910T0	1561
CNAG_02911T0	3074
CNAG_02912T0	6424
CNAG_02913T0	2054
CNAG_02914T0	1597
CNAG_02915T0	4555
CNAG_02916T0	2275
CNAG_02917T0	1672
CNAG_02918T0	1792
CNAG_02919T0	2942
CNAG_02920T0	1701
CNAG_02921T0	1569
CNAG_02922T0	2689
CNAG_02923T0	1077
CNAG_02924T0	1766
CNAG_02925T0	1931
CNAG_02926T0	1423
CNAG_02927T0	1541
CNAG_02928T0	1476
CNAG_02929T0	4248
CNAG_02930T0	5941
CNAG_02931T0	1131
CNAG_02932T0	1770
CNAG_02933T0	1645
CNAG_02934T0	3212
CNAG_02934T1	3212
CNAG_02935T0	2239
CNAG_02936T0	7885
CNAG_02937T0	2611
CNAG_02938T0	1082
CNAG_02939T0	2533
CNAG_02940T0	5343
CNAG_02941T0	2026
CNAG_02941T1	2026
CNAG_02942T0	1881
CNAG_02943T0	2811
CNAG_02943T1	2811
CNAG_02944T0	2838
CNAG_02947T0	3560
CNAG_02948T0	2411
CNAG_02950T0	3401
CNAG_02951T0	2075
CNAG_02952T0	982
CNAG_02953T0	5005
CNAG_02953T1	5005
CNAG_02955T0	1008
CNAG_02956T0	1867
CNAG_02958T0	3140
CNAG_02959T0	4016
CNAG_02960T0	1771
CNAG_02961T0	688
CNAG_02962T0	3132
CNAG_02963T0	2300
CNAG_02964T0	2437
CNAG_02965T0	1364
CNAG_02966T0	2824
CNAG_02967T0	1498
CNAG_02968T0	1777
CNAG_02969T0	2288
CNAG_02969T1	2288
CNAG_02972T0	930
CNAG_02973T0	2393
CNAG_02974T0	1358
CNAG_02975T0	2215
CNAG_02976T0	1376
CNAG_02977T0	5758
CNAG_02978T0	1080
CNAG_02979T0	1368
CNAG_02980T0	1841
CNAG_02981T0	5263
CNAG_02982T0	3309
CNAG_02983T0	2323
CNAG_02984T0	1899
CNAG_02985T0	1577
CNAG_02986T0	1373
CNAG_02987T0	962
CNAG_02988T0	1007
CNAG_02989T0	4347
CNAG_02990T0	915
CNAG_02991T0	2100
CNAG_02992T0	3364
CNAG_02993T0	1669
CNAG_02994T0	3239
CNAG_02994T1	3239
CNAG_02995T0	1832
CNAG_02996T0	1997
CNAG_02996T1	1997
CNAG_02996T2	1997
CNAG_02997T0	4462
CNAG_02998T0	2719
CNAG_02999T0	3638
CNAG_03000T0	1236
CNAG_03001T0	3227
CNAG_03002T0	868
CNAG_03003T0	2367
CNAG_03004T0	5204
CNAG_03005T0	2150
CNAG_03006T0	1803
CNAG_03007T0	1212
CNAG_03008T0	2189
CNAG_03009T0	818
CNAG_03010T0	1277
CNAG_03011T0	1707
CNAG_03012T0	998
CNAG_03013T0	4785
CNAG_03014T0	1303
CNAG_03014T1	1303
CNAG_03015T0	1060
CNAG_03016T0	1823
CNAG_03016T1	1823
CNAG_03017T0	2774
CNAG_03018T0	3620
CNAG_03019T0	3725
CNAG_03020T0	1736
CNAG_03021T0	1950
CNAG_03022T0	2690
CNAG_03023T0	4860
CNAG_03024T0	10178
CNAG_03024T1	10178
CNAG_03025T0	1358
CNAG_03026T0	1277
CNAG_03027T0	3113
CNAG_03028T0	1059
CNAG_03031T0	1637
CNAG_03032T0	1664
CNAG_03032T1	1664
CNAG_03033T0	1774
CNAG_03034T0	2000
CNAG_03036T0	3934
CNAG_03036T1	3934
CNAG_03037T0	2167
CNAG_03037T1	2167
CNAG_03038T0	3421
CNAG_03039T0	1966
CNAG_03040T0	3206
CNAG_03040T1	3206
CNAG_03041T0	1472
CNAG_03043T0	1515
CNAG_03043T1	1515
CNAG_03043T2	1515
CNAG_03044T0	1122
CNAG_03044T1	1122
CNAG_03045T0	1670
CNAG_03046T0	2315
CNAG_03047T0	2870
CNAG_03048T0	1489
CNAG_03049T0	1933
CNAG_03050T0	2813
CNAG_03051T0	2908
CNAG_03052T0	3110
CNAG_03053T0	1332
CNAG_03054T0	2290
CNAG_03055T0	869
CNAG_03056T0	1503
CNAG_03057T0	3047
CNAG_03058T0	773
CNAG_03059T0	4280
CNAG_03060T0	3019
CNAG_03061T0	5495
CNAG_03063T0	6820
CNAG_03063T1	6820
CNAG_03064T0	1011
CNAG_03065T0	1463
CNAG_03067T0	1997
CNAG_03068T0	1212
CNAG_03069T0	1187
CNAG_03070T0	1676
CNAG_03071T0	2024
CNAG_03072T0	2514
CNAG_03075T0	2051
CNAG_03076T0	2336
CNAG_03077T0	967
CNAG_03078T0	4083
CNAG_03079T0	2258
CNAG_03080T0	2156
CNAG_03081T0	2272
CNAG_03082T0	1056
CNAG_03083T0	799
CNAG_03084T0	2721
CNAG_03085T0	661
CNAG_03086T0	2832
CNAG_03086T1	2832
CNAG_03087T0	2252
CNAG_03090T0	2497
CNAG_03091T0	1794
CNAG_03092T0	2620
CNAG_03095T0	976
CNAG_03096T0	1264
CNAG_03097T0	1658
CNAG_03098T0	6180
CNAG_03099T0	4651
CNAG_03100T0	4052
CNAG_03101T0	2818
CNAG_03102T0	2018
CNAG_03103T0	2996
CNAG_03104T0	1236
CNAG_03105T0	743
CNAG_03106T0	1357
CNAG_03107T0	1447
CNAG_03108T0	2195
CNAG_03109T0	2219
CNAG_03110T0	4034
CNAG_03113T0	3830
CNAG_03114T0	1116
CNAG_03115T0	3058
CNAG_03116T0	3912
CNAG_03117T0	4971
CNAG_03118T0	1848
CNAG_03119T0	1420
CNAG_03120T0	8642
CNAG_03120T1	8642
CNAG_03121T0	5145
CNAG_03122T0	594
CNAG_03123T0	1034
CNAG_03124T0	3370
CNAG_03125T0	2425
CNAG_03126T0	3051
CNAG_03127T0	951
CNAG_03128T0	4003
CNAG_03128T1	4003
CNAG_03129T0	1925
CNAG_03130T0	1145
CNAG_03132T0	2409
CNAG_03133T0	3852
CNAG_03134T0	1733
CNAG_03135T0	3148
CNAG_03136T0	3182
CNAG_03137T0	1945
CNAG_03138T0	3258
CNAG_03139T0	4578
CNAG_03140T0	2831
CNAG_03141T0	890
CNAG_03141T1	890
CNAG_03142T0	966
CNAG_03143T0	1417
CNAG_03144T0	1609
CNAG_03145T0	3340
CNAG_03146T0	3026
CNAG_03147T0	1799
CNAG_03148T0	6391
CNAG_03149T0	2371
CNAG_03150T0	1652
CNAG_03151T0	1889
CNAG_03152T0	1815
CNAG_03153T0	1794
CNAG_03153T1	1794
CNAG_03154T0	1636
CNAG_03154T1	1636
CNAG_03155T0	3468
CNAG_03156T0	2002
CNAG_03157T0	2449
CNAG_03158T0	2567
CNAG_03159T0	1004
CNAG_03160T0	4449
CNAG_03160T1	4449
CNAG_03161T0	2600
CNAG_03162T0	1256
CNAG_03163T0	3894
CNAG_03163T1	3894
CNAG_03163T2	3894
CNAG_03164T0	831
CNAG_03165T0	2499
CNAG_03166T0	1167
CNAG_03167T0	2679
CNAG_03168T0	3552
CNAG_03169T0	1987
CNAG_03170T0	2153
CNAG_03171T0	4264
CNAG_03172T0	1775
CNAG_03173T0	5339
CNAG_03174T0	1183
CNAG_03175T0	1782
CNAG_03176T0	2344
CNAG_03177T0	3971
CNAG_03177T1	3971
CNAG_03178T0	878
CNAG_03179T0	1320
CNAG_03181T0	2441
CNAG_03181T1	2441
CNAG_03182T0	1274
CNAG_03183T0	3655
CNAG_03184T0	4212
CNAG_03185T0	1006
CNAG_03186T0	1661
CNAG_03187T0	2226
CNAG_03188T0	4861
CNAG_03189T0	4410
CNAG_03190T0	3032
CNAG_03191T0	2726
CNAG_03192T0	2927
CNAG_03192T1	2927
CNAG_03193T0	3556
CNAG_03194T0	2097
CNAG_03194T1	2097
CNAG_03195T0	2216
CNAG_03196T0	920
CNAG_03197T0	1278
CNAG_03198T0	3057
CNAG_03199T0	2094
CNAG_03199T1	2094
CNAG_03202T0	8265
CNAG_03203T0	1582
CNAG_03204T0	1397
CNAG_03205T0	2123
CNAG_03206T0	1616
CNAG_03210T0	1647
CNAG_03210T1	1647
CNAG_03211T0	1790
CNAG_03212T0	2312
CNAG_03213T0	2882
CNAG_03213T1	2882
CNAG_03214T0	2364
CNAG_03215T0	2492
CNAG_03216T0	3056
CNAG_03217T0	3550
CNAG_03220T0	2078
CNAG_03221T0	846
CNAG_03222T0	2875
CNAG_03223T0	1579
CNAG_03224T0	864
CNAG_03225T0	1886
CNAG_03226T0	1660
CNAG_03227T0	1339
CNAG_03228T0	3673
CNAG_03229T0	2168
CNAG_03230T0	1560
CNAG_03230T1	1560
CNAG_03231T0	2422
CNAG_03231T1	2422
CNAG_03232T0	1542
CNAG_03233T0	1300
CNAG_03234T0	3939
CNAG_03234T1	3939
CNAG_03235T0	3096
CNAG_03236T0	936
CNAG_03237T0	1213
CNAG_03238T0	1380
CNAG_03239T0	2054
CNAG_03239T1	2054
CNAG_03240T0	3469
CNAG_03241T0	3687
CNAG_03242T0	2101
CNAG_03243T0	1943
CNAG_03244T0	1765
CNAG_03245T0	2315
CNAG_03246T0	1598
CNAG_03247T0	4937
CNAG_03247T1	4937
CNAG_03248T0	2377
CNAG_03249T0	1524
CNAG_03250T0	1336
CNAG_03251T0	1558
CNAG_03252T0	1020
CNAG_03258T0	3038
CNAG_03258T1	3038
CNAG_03258T2	3038
CNAG_03259T0	2155
CNAG_03260T0	881
CNAG_03261T0	1389
CNAG_03262T0	1713
CNAG_03263T0	1886
CNAG_03264T0	1806
CNAG_03265T0	3156
