	Transcrip	150904CM018-B	150904CM018-W	150904CM763-B	150904CM763-W	150904CM764-B	Length	150904CM018-B_norm	150904CM018-B_norm_untagged	150904CM763-B_norm	150904CM763-B_norm_untagged
3738	CNAG_03753T0	6	954.0	748.0	84.0	120.0	2226	0.00104821802935	0.000174703004892	0.0119047619048	0.00198412698413
3739	CNAG_03754T0	2	33.0	191.0	1.0	54.0	1374	0.030303030303	0.0151515151515	1.0	0.5
3740	CNAG_03755T0	13	239.0	624.0	32.0	84.0	1800	0.00418410041841	0.000321853878339	0.03125	0.00240384615385
3741	CNAG_03756T0	28	1471.0	1929.0	93.0	336.0	4752	0.000679809653297	2.42789161892e-05	0.010752688172	0.000384024577573
3742	CNAG_03756T1	28	1471.0	1929.0	93.0	336.0	4752	0.000679809653297	2.42789161892e-05	0.010752688172	0.000384024577573
3743	CNAG_03759T0	21	4845.0	189.0	64.0	45.0	922	0.000206398348813	9.82849280063e-06	0.015625	0.000744047619048
3744	CNAG_03760T0	17	1350.0	1450.0	108.0	218.0	3257	0.000740740740741	4.35729847495e-05	0.00925925925926	0.000544662309368
3745	CNAG_03761T0	42	2570.0	1825.0	132.0	348.0	3826	0.000389105058366	9.26440615157e-06	0.00757575757576	0.000180375180375
3746	CNAG_03762T0	9	413.0	386.0	51.0	61.0	3103	0.00242130750605	0.000269034167339	0.0196078431373	0.00217864923747
3747	CNAG_03763T0	51	1000.0	2918.0	119.0	584.0	7565	0.001	1.96078431373e-05	0.00840336134454	0.000164771791069
3749	CNAG_03765T0	464	22990.0	17579.0	1047.0	7138.0	3776	4.34971726838e-05	9.37439066461e-08	0.000955109837631	2.05842637421e-06
3750	CNAG_03766T0	4	434.0	165.0	37.0	22.0	1209	0.00230414746544	0.000576036866359	0.027027027027	0.00675675675676
3751	CNAG_03767T0	35	513.0	2882.0	57.0	550.0	5131	0.00194931773879	5.56947925369e-05	0.0175438596491	0.000501253132832
3752	CNAG_03768T0	32	486.0	3677.0	62.0	747.0	4554	0.00205761316872	6.43004115226e-05	0.0161290322581	0.000504032258065
3753	CNAG_03768T1	32	486.0	3677.0	62.0	747.0	4554	0.00205761316872	6.43004115226e-05	0.0161290322581	0.000504032258065
3754	CNAG_03769T0	297	12389.0	20274.0	661.0	6428.0	2767	8.07167648721e-05	2.71773619098e-07	0.00151285930408	5.09380237066e-06
3755	CNAG_03770T0	3	326.0	262.0	27.0	48.0	638	0.00306748466258	0.00102249488753	0.037037037037	0.0123456790123
3756	CNAG_03771T0	522	32739.0	18761.0	1257.0	8411.0	4212	3.05446104035e-05	5.8514579317e-08	0.00079554494829	1.52403246799e-06
3757	CNAG_03771T1	522	32739.0	18761.0	1257.0	8411.0	4212	3.05446104035e-05	5.8514579317e-08	0.00079554494829	1.52403246799e-06
3758	CNAG_03772T0	3	28.0	451.0	7.0	90.0	2610	0.0357142857143	0.0119047619048	0.142857142857	0.047619047619
3759	CNAG_03775T0	17	584.0	2112.0	51.0	366.0	3612	0.00171232876712	0.000100725221595	0.0196078431373	0.00115340253749
3760	CNAG_03775T1	17	584.0	2112.0	51.0	366.0	3612	0.00171232876712	0.000100725221595	0.0196078431373	0.00115340253749
3761	CNAG_03775T2	17	584.0	2112.0	51.0	366.0	3612	0.00171232876712	0.000100725221595	0.0196078431373	0.00115340253749
3762	CNAG_03776T0	7	195.0	444.0	33.0	59.0	2960	0.00512820512821	0.000732600732601	0.030303030303	0.004329004329
3763	CNAG_03777T0	8	418.0	1024.0	25.0	154.0	2458	0.00239234449761	0.000299043062201	0.04	0.005
3764	CNAG_03779T0	22	2015.0	1127.0	140.0	285.0	2774	0.000496277915633	2.25580870742e-05	0.00714285714286	0.000324675324675
3765	CNAG_03779T1	22	2015.0	1127.0	140.0	285.0	2774	0.000496277915633	2.25580870742e-05	0.00714285714286	0.000324675324675
3766	CNAG_03780T0	99	21544.0	4705.0	3065.0	638.0	1370	4.64166357222e-05	4.68854906285e-07	0.000326264274062	3.2955987279e-06
3767	CNAG_03781T0	5	200.0	588.0	27.0	85.0	3555	0.005	0.001	0.037037037037	0.00740740740741
3768	CNAG_03782T0	1	180.0	140.0	4.0	50.0	1474	0.00555555555556	0.00555555555556	0.25	0.25
3769	CNAG_03783T0	1	17.0	42.0		3.0	3728	0.0588235294118	0.0588235294118		
3771	CNAG_03785T0	181	7968.0	9965.0	345.0	3123.0	4219	0.000125502008032	6.93381259846e-07	0.00289855072464	1.60140924013e-05
3772	CNAG_03786T0	14	662.0	1346.0	49.0	262.0	2430	0.00151057401813	0.000107898144152	0.0204081632653	0.00145772594752
3773	CNAG_03787T0	148	11050.0	10370.0	918.0	1556.0	2302	9.04977375566e-05	6.11471199706e-07	0.00108932461874	7.36030147795e-06
3774	CNAG_03788T0	5	329.0	752.0	21.0	146.0	2167	0.00303951367781	0.000607902735562	0.047619047619	0.00952380952381
3775	CNAG_03789T0	4	296.0	219.0	69.0	49.0	1153	0.00337837837838	0.000844594594595	0.0144927536232	0.0036231884058
3776	CNAG_03790T0	32	1390.0	3809.0	169.0	646.0	1926	0.000719424460432	2.24820143885e-05	0.00591715976331	0.000184911242604
3777	CNAG_03791T0	57	4003.0	3689.0	161.0	1139.0	3885	0.00024981264052	4.38267790385e-06	0.00621118012422	0.000108968072355
3778	CNAG_03792T0	47	2133.0	3900.0	129.0	915.0	1987	0.000468823253633	9.97496284326e-06	0.0077519379845	0.000164934850734
3779	CNAG_03793T0	12	1038.0	879.0	126.0	138.0	1332	0.000963391136802	8.02825947335e-05	0.00793650793651	0.000661375661376
3780	CNAG_03793T1	8	623.0	494.0	98.0	85.0	1332	0.0016051364366	0.000200642054575	0.0102040816327	0.00127551020408
3781	CNAG_03794T0	45	1734.0	6462.0	127.0	1127.0	2028	0.000576701268743	1.28155837498e-05	0.00787401574803	0.000174978127734
3782	CNAG_03795T0	13	1284.0	1144.0	78.0	233.0	1495	0.000778816199377	5.99089384136e-05	0.0128205128205	0.000986193293886
3783	CNAG_03796T0	27	1556.0	3200.0	149.0	558.0	3223	0.000642673521851	2.38027230315e-05	0.00671140939597	0.000248570718369
3786	CNAG_03805T0	30	2264.0	2976.0	148.0	442.0	2252	0.000441696113074	1.47232037691e-05	0.00675675675676	0.000225225225225
3787	CNAG_03806T0	24	1779.0	2974.0	88.0	579.0	1876	0.000562113546936	2.3421397789e-05	0.0113636363636	0.000473484848485
3788	CNAG_03806T1	17	1554.0	1683.0	71.0	316.0	1876	0.000643500643501	3.78529790294e-05	0.0140845070423	0.00082850041425
3789	CNAG_03807T0	2	50.0	599.0	12.0	84.0	1797	0.02	0.01	0.0833333333333	0.0416666666667
3790	CNAG_03807T1	2	50.0	599.0	12.0	84.0	1797	0.02	0.01	0.0833333333333	0.0416666666667
3791	CNAG_03808T0	72	3970.0	5824.0	191.0	1363.0	2446	0.000251889168766	3.4984606773e-06	0.00523560209424	7.27166957533e-05
3792	CNAG_03809T0	40	1974.0	5692.0	166.0	907.0	2592	0.000506585612969	1.26646403242e-05	0.00602409638554	0.000150602409639
3793	CNAG_03810T0	17	1608.0	607.0	130.0	118.0	1168	0.000621890547264	3.65817968979e-05	0.00769230769231	0.000452488687783
3794	CNAG_03811T0	16	577.0	1988.0	61.0	275.0	2987	0.00173310225303	0.000108318890815	0.016393442623	0.00102459016393
3795	CNAG_03812T0	25	4388.0	850.0	310.0	149.0	1619	0.000227894257065	9.11577028259e-06	0.00322580645161	0.000129032258065
3796	CNAG_03813T0	8	1309.0	825.0	122.0	128.0	1014	0.000763941940413	9.54927425516e-05	0.00819672131148	0.00102459016393
3797	CNAG_03814T0	18	1143.0	1248.0	158.0	248.0	1007	0.00087489063867	4.86050354817e-05	0.00632911392405	0.000351617440225
3798	CNAG_03814T1	18	1143.0	1248.0	158.0	248.0	1007	0.00087489063867	4.86050354817e-05	0.00632911392405	0.000351617440225
3799	CNAG_03815T0	7	979.0	571.0	92.0	94.0	2291	0.00102145045965	0.000145921494236	0.0108695652174	0.00155279503106
3800	CNAG_03816T0	25	2768.0	1411.0	200.0	232.0	1249	0.000361271676301	1.4450867052e-05	0.005	0.0002
3801	CNAG_03817T0	2	410.0	294.0	57.0	36.0	1322	0.00243902439024	0.00121951219512	0.0175438596491	0.00877192982456
3802	CNAG_03818T0	53	1490.0	2509.0	86.0	531.0	4398	0.000671140939597	1.26630365962e-05	0.0116279069767	0.000219394471259
3803	CNAG_03819T0	46	3634.0	3399.0	298.0	425.0	1799	0.000275178866263	5.98214926659e-06	0.00335570469799	7.29501021301e-05
3804	CNAG_03820T0	12	526.0	574.0	66.0	86.0	3294	0.00190114068441	0.000158428390368	0.0151515151515	0.00126262626263
3805	CNAG_03821T0	27	898.0	3086.0	66.0	537.0	3995	0.0011135857461	4.12439165223e-05	0.0151515151515	0.000561167227834
3806	CNAG_03822T0	3	314.0	630.0	35.0	99.0	1605	0.0031847133758	0.00106157112527	0.0285714285714	0.00952380952381
3807	CNAG_03823T0	13	1017.0	1729.0	89.0	387.0	924	0.000983284169125	7.56372437788e-05	0.0112359550562	0.000864304235091
3808	CNAG_03824T0	117	14076.0	8535.0	674.0	2440.0	1744	7.10429099176e-05	6.0720435827e-07	0.00148367952522	1.26810215831e-05
3809	CNAG_03825T0	3	21.0	151.0	1.0	19.0	2139	0.047619047619	0.015873015873	1.0	0.333333333333
3810	CNAG_03825T1	3	21.0	151.0	1.0	19.0	2139	0.047619047619	0.015873015873	1.0	0.333333333333
3811	CNAG_03826T0	4	225.0	601.0	23.0	99.0	2326	0.00444444444444	0.00111111111111	0.0434782608696	0.0108695652174
3812	CNAG_03827T0	24	885.0	1280.0	73.0	254.0	3594	0.00112994350282	4.70809792844e-05	0.013698630137	0.000570776255708
3813	CNAG_03828T0	10	700.0	677.0	14.0	174.0	2199	0.00142857142857	0.000142857142857	0.0714285714286	0.00714285714286
3814	CNAG_03829T0	29	1201.0	2779.0	68.0	627.0	2673	0.000832639467111	2.87117057624e-05	0.0147058823529	0.000507099391481
3815	CNAG_03830T0	1	12.0	131.0	1.0	15.0	1695	0.0833333333333	0.0833333333333	1.0	1.0
3816	CNAG_03830T1	1	12.0	131.0	1.0	15.0	1695	0.0833333333333	0.0833333333333	1.0	1.0
3817	CNAG_03830T2	1	12.0	124.0	1.0	15.0	1695	0.0833333333333	0.0833333333333	1.0	1.0
3818	CNAG_03831T0	1	8.0	125.0	2.0	31.0	619	0.125	0.125	0.5	0.5
3819	CNAG_03832T0	35	2372.0	3094.0	114.0	877.0	3136	0.000421585160202	1.20452902915e-05	0.00877192982456	0.000250626566416
3820	CNAG_03833T0	7	405.0	435.0	48.0	76.0	1428	0.00246913580247	0.000352733686067	0.0208333333333	0.00297619047619
3821	CNAG_03834T0	24	1553.0	970.0	43.0	477.0	1624	0.00064391500322	2.68297918008e-05	0.0232558139535	0.000968992248062
3822	CNAG_03835T0	5	141.0	622.0	23.0	92.0	1314	0.00709219858156	0.00141843971631	0.0434782608696	0.00869565217391
3823	CNAG_03836T0	46	1726.0	4156.0	122.0	889.0	4342	0.000579374275782	1.25950929518e-05	0.00819672131148	0.000178189593728
3824	CNAG_03836T1	34	870.0	3611.0	63.0	783.0	4342	0.00114942528736	3.38066260987e-05	0.015873015873	0.00046685340803
3825	CNAG_03837T0	4	486.0	904.0	27.0	166.0	1575	0.00205761316872	0.000514403292181	0.037037037037	0.00925925925926
3826	CNAG_03838T0	5	206.0	509.0	9.0	100.0	3313	0.00485436893204	0.000970873786408	0.111111111111	0.0222222222222
3827	CNAG_03839T0	44	1793.0	3118.0	147.0	664.0	4466	0.000557724484105	1.26755564569e-05	0.00680272108844	0.000154607297464
3828	CNAG_03839T1	44	1793.0	3118.0	147.0	664.0	4466	0.000557724484105	1.26755564569e-05	0.00680272108844	0.000154607297464
3829	CNAG_03839T2	44	1793.0	3118.0	147.0	664.0	4466	0.000557724484105	1.26755564569e-05	0.00680272108844	0.000154607297464
3830	CNAG_03840T0	15	520.0	822.0	50.0	129.0	1497	0.00192307692308	0.000128205128205	0.02	0.00133333333333
3831	CNAG_03841T0	31	1031.0	3395.0	82.0	890.0	3734	0.000969932104753	3.12881324114e-05	0.0121951219512	0.000393391030685
3832	CNAG_03842T0	1	14.0	38.0		4.0	2648	0.0714285714286	0.0714285714286		
3833	CNAG_03843T0	37	1330.0	1702.0	86.0	371.0	5067	0.000751879699248	2.03210729527e-05	0.0116279069767	0.000314267756128
3834	CNAG_03843T1	37	1330.0	1702.0	86.0	371.0	5067	0.000751879699248	2.03210729527e-05	0.0116279069767	0.000314267756128
3835	CNAG_03844T0	48	1267.0	3717.0	46.0	1072.0	3573	0.000789265982636	1.64430413049e-05	0.0217391304348	0.000452898550725
3836	CNAG_03845T0	11	695.0	519.0	54.0	95.0	2276	0.00143884892086	0.000130804447351	0.0185185185185	0.0016835016835
3837	CNAG_03846T0	8	513.0	1327.0	49.0	226.0	2470	0.00194931773879	0.000243664717349	0.0204081632653	0.00255102040816
3838	CNAG_03847T0	30	1215.0	1922.0	102.0	421.0	1156	0.00082304526749	2.74348422497e-05	0.00980392156863	0.000326797385621
3839	CNAG_03848T0	5	133.0	483.0	12.0	76.0	1947	0.00751879699248	0.0015037593985	0.0833333333333	0.0166666666667
3840	CNAG_03848T1	5	133.0	483.0	12.0	76.0	1947	0.00751879699248	0.0015037593985	0.0833333333333	0.0166666666667
3841	CNAG_03849T0	13	510.0	604.0	38.0	120.0	3808	0.00196078431373	0.000150829562594	0.0263157894737	0.00202429149798
3842	CNAG_03850T0	65	3255.0	4643.0	386.0	907.0	3839	0.000307219662058	4.72645633936e-06	0.00259067357513	3.98565165405e-05
3843	CNAG_03851T0	11	228.0	1190.0	26.0	215.0	2204	0.00438596491228	0.000398724082935	0.0384615384615	0.0034965034965
3844	CNAG_03852T0	5	338.0	335.0	22.0	39.0	1056	0.00295857988166	0.000591715976331	0.0454545454545	0.00909090909091
3845	CNAG_03853T0	67	4012.0	4099.0	263.0	818.0	1384	0.00024925224327	3.72018273538e-06	0.00380228136882	5.67504681914e-05
3846	CNAG_03854T0	10	1082.0	695.0	73.0	86.0	2132	0.000924214417745	9.24214417745e-05	0.013698630137	0.0013698630137
3847	CNAG_03855T0	3	194.0	156.0	15.0	18.0	1959	0.00515463917526	0.00171821305842	0.0666666666667	0.0222222222222
3848	CNAG_03856T0	44	4154.0	2376.0	325.0	386.0	2484	0.000240731824747	5.47117783516e-06	0.00307692307692	6.99300699301e-05
3849	CNAG_03857T0	65	7368.0	1552.0	498.0	316.0	1343	0.00013572204126	2.08803140399e-06	0.00200803212851	3.08928019771e-05
3850	CNAG_03858T0	43	4306.0	3889.0	245.0	859.0	1618	0.000232234091965	5.40079283639e-06	0.00408163265306	9.49216896061e-05
3851	CNAG_03859T0	32	621.0	2915.0	49.0	808.0	3884	0.00161030595813	5.03220611916e-05	0.0204081632653	0.000637755102041
3852	CNAG_03859T1	32	621.0	2915.0	49.0	808.0	3884	0.00161030595813	5.03220611916e-05	0.0204081632653	0.000637755102041
3853	CNAG_03861T0	100	15489.0	4358.0	786.0	1249.0	1674	6.45619471883e-05	6.45619471883e-07	0.00127226463104	1.27226463104e-05
3854	CNAG_03862T0	16	1616.0	662.0	110.0	149.0	1070	0.000618811881188	3.86757425743e-05	0.00909090909091	0.000568181818182
3855	CNAG_03863T0	20	1066.0	1712.0	129.0	264.0	1850	0.00093808630394	4.6904315197e-05	0.0077519379845	0.000387596899225
3856	CNAG_03863T1	21	1158.0	1746.0	145.0	270.0	1850	0.000863557858377	4.11218027798e-05	0.00689655172414	0.000328407224959
3857	CNAG_03864T0	69	5485.0	3516.0	249.0	994.0	2159	0.000182315405652	2.64225225582e-06	0.00401606425703	5.8203829812e-05
3858	CNAG_03865T0	108	6453.0	9778.0	386.0	2427.0	1712	0.000154966682163	1.4348766867e-06	0.00259067357513	2.39877182882e-05
3859	CNAG_03866T0	5	179.0	775.0	25.0	124.0	2361	0.00558659217877	0.00111731843575	0.04	0.008
3861	CNAG_03868T0	9	719.0	770.0	54.0	125.0	2770	0.00139082058414	0.000154535620461	0.0185185185185	0.00205761316872
3862	CNAG_03869T0	3	242.0	451.0	28.0	93.0	1865	0.00413223140496	0.00137741046832	0.0357142857143	0.0119047619048
3863	CNAG_03870T0	28	1006.0	1539.0	71.0	326.0	2174	0.000994035785288	3.5501278046e-05	0.0140845070423	0.000503018108652
3864	CNAG_03871T0	5	758.0	862.0	77.0	123.0	1216	0.00131926121372	0.000263852242744	0.012987012987	0.0025974025974
3865	CNAG_03872T0	28	1505.0	1941.0	70.0	544.0	3589	0.000664451827243	2.37304224015e-05	0.0142857142857	0.000510204081633
3866	CNAG_03873T0	146	13904.0	5988.0	462.0	1971.0	2113	7.19217491369e-05	4.92614720116e-07	0.0021645021645	1.48253572911e-05
3867	CNAG_03873T1	146	13904.0	5988.0	462.0	1971.0	2113	7.19217491369e-05	4.92614720116e-07	0.0021645021645	1.48253572911e-05
3868	CNAG_03874T0	28	623.0	1805.0	22.0	1101.0	3092	0.0016051364366	5.7326301307e-05	0.0454545454545	0.00162337662338
3869	CNAG_03875T0	21	1013.0	1940.0	117.0	259.0	2042	0.000987166831194	4.70079443426e-05	0.00854700854701	0.000407000407
3870	CNAG_03876T0	16	580.0	1536.0	41.0	373.0	3043	0.00172413793103	0.00010775862069	0.0243902439024	0.0015243902439
3871	CNAG_03876T1	14	578.0	1466.0	38.0	364.0	3043	0.00173010380623	0.000123578843302	0.0263157894737	0.00187969924812
3872	CNAG_03876T2	14	578.0	1466.0	38.0	364.0	3043	0.00173010380623	0.000123578843302	0.0263157894737	0.00187969924812
3873	CNAG_03876T3	14	578.0	1466.0	38.0	364.0	3043	0.00173010380623	0.000123578843302	0.0263157894737	0.00187969924812
3874	CNAG_03876T4	14	578.0	1466.0	38.0	364.0	3043	0.00173010380623	0.000123578843302	0.0263157894737	0.00187969924812
3875	CNAG_03877T0	45	1245.0	4714.0	146.0	709.0	2507	0.000803212851406	1.78491744757e-05	0.00684931506849	0.000152207001522
3876	CNAG_03877T1	35	1182.0	3909.0	138.0	575.0	2507	0.000846023688663	2.41721053904e-05	0.00724637681159	0.000207039337474
3877	CNAG_03878T0	3	328.0	246.0	77.0	36.0	1666	0.0030487804878	0.0010162601626	0.012987012987	0.004329004329
3878	CNAG_03881T0	65	4248.0	6464.0	167.0	1708.0	3330	0.000235404896422	3.62161379111e-06	0.0059880239521	9.21234454169e-05
3879	CNAG_03882T0	24	1260.0	1960.0	64.0	496.0	2049	0.000793650793651	3.30687830688e-05	0.015625	0.000651041666667
3880	CNAG_03883T0	11	652.0	691.0	72.0	142.0	1162	0.00153374233129	0.000139431121026	0.0138888888889	0.00126262626263
3881	CNAG_03883T1	6	545.0	530.0	66.0	107.0	1162	0.00183486238532	0.000305810397554	0.0151515151515	0.00252525252525
3882	CNAG_03884T0	21	999.0	806.0	66.0	175.0	4887	0.001001001001	4.76667143334e-05	0.0151515151515	0.000721500721501
3883	CNAG_03885T0	10	737.0	2352.0	72.0	342.0	1570	0.00135685210312	0.000135685210312	0.0138888888889	0.00138888888889
3884	CNAG_03886T0	21	1084.0	1266.0	73.0	255.0	3684	0.000922509225092	4.39290107187e-05	0.013698630137	0.000652315720809
3885	CNAG_03887T0	6	698.0	447.0	55.0	83.0	1031	0.00143266475645	0.000238777459408	0.0181818181818	0.0030303030303
3886	CNAG_03888T0	51	1768.0	3892.0	114.0	773.0	4356	0.000565610859729	1.10904090143e-05	0.00877192982456	0.000171998624011
3887	CNAG_03889T0	2	44.0	98.0	2.0	20.0	2467	0.0227272727273	0.0113636363636	0.5	0.25
3888	CNAG_03890T0	4	859.0	649.0	69.0	87.0	1607	0.0011641443539	0.000291036088475	0.0144927536232	0.0036231884058
3889	CNAG_03891T0	176	9341.0	15912.0	1074.0	5266.0	2144	0.000107054919174	6.08266586213e-07	0.000931098696462	5.29033350262e-06
3890	CNAG_03892T0	46	3769.0	5877.0	618.0	1559.0	995	0.000265322366676	5.76787753642e-06	0.00161812297735	3.5176586464e-05
3891	CNAG_03893T0	12	386.0	804.0	32.0	161.0	3131	0.00259067357513	0.000215889464594	0.03125	0.00260416666667
3892	CNAG_03894T0	5	93.0	228.0	14.0	28.0	4137	0.010752688172	0.00215053763441	0.0714285714286	0.0142857142857
3893	CNAG_03896T0	4	184.0	85.0	7.0	21.0	2654	0.0054347826087	0.00135869565217	0.142857142857	0.0357142857143
3894	CNAG_03897T0	4	368.0	138.0	45.0	14.0	1259	0.00271739130435	0.000679347826087	0.0222222222222	0.00555555555556
3895	CNAG_03898T0	6	581.0	141.0	67.0	22.0	1124	0.00172117039587	0.000286861732645	0.0149253731343	0.00248756218905
3896	CNAG_03899T0	75	3410.0	2591.0	192.0	830.0	2938	0.000293255131965	3.9100684262e-06	0.00520833333333	6.94444444444e-05
3897	CNAG_03900T0	18	2611.0	1294.0	142.0	191.0	1589	0.000382995021065	2.12775011703e-05	0.00704225352113	0.000391236306729
3898	CNAG_03901T0	6	263.0	525.0	23.0	93.0	2237	0.00380228136882	0.00063371356147	0.0434782608696	0.00724637681159
3899	CNAG_03902T0	109	3987.0	9704.0	170.0	2627.0	2733	0.000250815149235	2.301056415e-06	0.00588235294118	5.39665407447e-05
3900	CNAG_03903T0	67	2789.0	2338.0	150.0	524.0	5146	0.000358551452133	5.35151421095e-06	0.00666666666667	9.95024875622e-05
3901	CNAG_03904T0	50	2431.0	3594.0	201.0	656.0	2581	0.00041135335253	8.2270670506e-06	0.00497512437811	9.95024875622e-05
3902	CNAG_03905T0	4	506.0	673.0	49.0	109.0	1008	0.00197628458498	0.000494071146245	0.0204081632653	0.00510204081633
3903	CNAG_03906T0	2	57.0	112.0	7.0	20.0	2214	0.0175438596491	0.00877192982456	0.142857142857	0.0714285714286
3904	CNAG_03907T0	3	187.0	228.0	20.0	28.0	3444	0.00534759358289	0.0017825311943	0.05	0.0166666666667
3905	CNAG_03908T0	12	369.0	1135.0	27.0	168.0	2886	0.00271002710027	0.000225835591689	0.037037037037	0.00308641975309
3906	CNAG_03909T0	5	99.0	530.0	10.0	175.0	2462	0.010101010101	0.0020202020202	0.1	0.02
3907	CNAG_03910T0	15	238.0	1403.0	26.0	276.0	3094	0.00420168067227	0.000280112044818	0.0384615384615	0.0025641025641
3908	CNAG_03911T0	6	96.0	683.0	17.0	77.0	4506	0.0104166666667	0.00173611111111	0.0588235294118	0.00980392156863
3909	CNAG_03912T0	1	18.0	75.0	8.0	28.0	2236	0.0555555555556	0.0555555555556	0.125	0.125
3910	CNAG_03912T1	1	17.0	62.0	8.0	25.0	2236	0.0588235294118	0.0588235294118	0.125	0.125
3911	CNAG_03913T0	16	338.0	1338.0	36.0	303.0	1476	0.00295857988166	0.000184911242604	0.0277777777778	0.00173611111111
3912	CNAG_03913T1	14	264.0	1174.0	26.0	265.0	1476	0.00378787878788	0.000270562770563	0.0384615384615	0.00274725274725
3913	CNAG_03914T0	18	395.0	1642.0	38.0	304.0	3598	0.00253164556962	0.00014064697609	0.0263157894737	0.00146198830409
3914	CNAG_03914T1	18	395.0	1642.0	38.0	304.0	3598	0.00253164556962	0.00014064697609	0.0263157894737	0.00146198830409
3915	CNAG_03915T0	4	159.0	250.0	13.0	54.0	2503	0.0062893081761	0.00157232704403	0.0769230769231	0.0192307692308
3916	CNAG_03916T0	190	13802.0	7488.0	946.0	2504.0	2324	7.24532676424e-05	3.81332987591e-07	0.00105708245243	5.5635918549e-06
3917	CNAG_03917T0	14	843.0	1090.0	54.0	181.0	2902	0.0011862396204	8.47314014574e-05	0.0185185185185	0.00132275132275
3918	CNAG_03918T0	27	987.0	1136.0	59.0	215.0	4245	0.00101317122594	3.75248602199e-05	0.0169491525424	0.000627746390458
3919	CNAG_03919T0	4	1003.0	179.0	60.0	27.0	631	0.000997008973081	0.00024925224327	0.0166666666667	0.00416666666667
3920	CNAG_03920T0	35	2826.0	1670.0	167.0	454.0	2059	0.000353857041755	1.0110201193e-05	0.0059880239521	0.000171086398631
3921	CNAG_03921T0	7	470.0	323.0	53.0	67.0	2605	0.00212765957447	0.000303951367781	0.0188679245283	0.00269541778976
3922	CNAG_03922T0	6	76.0	259.0	9.0	63.0	1610	0.0131578947368	0.00219298245614	0.111111111111	0.0185185185185
3923	CNAG_03923T0	5	230.0	455.0	24.0	89.0	3432	0.00434782608696	0.000869565217391	0.0416666666667	0.00833333333333
3924	CNAG_03924T0	4	374.0	93.0	16.0	23.0	1383	0.00267379679144	0.000668449197861	0.0625	0.015625
3925	CNAG_03925T0	2	225.0	193.0	33.0	24.0	1411	0.00444444444444	0.00222222222222	0.030303030303	0.0151515151515
3926	CNAG_03926T0	9	1229.0	838.0	138.0	92.0	1824	0.000813669650122	9.04077389025e-05	0.00724637681159	0.000805152979066
3927	CNAG_03927T0	18	698.0	755.0	73.0	161.0	795	0.00143266475645	7.95924864693e-05	0.013698630137	0.00076103500761
3928	CNAG_03928T0	24	1435.0	1353.0	94.0	242.0	2896	0.000696864111498	2.90360046458e-05	0.0106382978723	0.000443262411348
3929	CNAG_03929T0	7	487.0	945.0	32.0	151.0	2165	0.00205338809035	0.000293341155764	0.03125	0.00446428571429
3930	CNAG_03930T0	4	347.0	118.0	37.0	22.0	1006	0.0028818443804	0.000720461095101	0.027027027027	0.00675675675676
3931	CNAG_03931T0	78	6062.0	2047.0	415.0	448.0	1701	0.000164962058726	2.1148981888e-06	0.00240963855422	3.08928019771e-05
3932	CNAG_03932T0	4	302.0	855.0	17.0	131.0	3047	0.00331125827815	0.000827814569536	0.0588235294118	0.0147058823529
3933	CNAG_03933T0	5	391.0	233.0	39.0	51.0	4094	0.00255754475703	0.000511508951407	0.025641025641	0.00512820512821
3934	CNAG_03934T0	2	69.0	190.0	2.0	28.0	3102	0.0144927536232	0.00724637681159	0.5	0.25
3935	CNAG_03935T0	95	4167.0	6868.0	186.0	1568.0	3445	0.000239980801536	2.52611370038e-06	0.00537634408602	5.65930956423e-05
3936	CNAG_03936T0	47	7581.0	2434.0	381.0	464.0	1423	0.000131908719166	2.8065684929e-06	0.00262467191601	5.58440833194e-05
3937	CNAG_03937T0	39	4732.0	1099.0	267.0	251.0	919	0.000211327134404	5.4186444719e-06	0.00374531835206	9.6033803899e-05
3938	CNAG_03938T0	2	32.0	204.0	1.0	34.0	2873	0.03125	0.015625	1.0	0.5
3939	CNAG_03939T0	44	3162.0	1601.0	142.0	371.0	2516	0.000316255534472	7.18762578345e-06	0.00704225352113	0.000160051216389
3940	CNAG_03940T0	16	966.0	1265.0	66.0	169.0	2804	0.00103519668737	6.46997929607e-05	0.0151515151515	0.00094696969697
3941	CNAG_03941T0	25	2700.0	2213.0	220.0	468.0	1365	0.00037037037037	1.48148148148e-05	0.00454545454545	0.000181818181818
3942	CNAG_03942T0	95	2295.0	3426.0	149.0	837.0	6950	0.000435729847495	4.58662997363e-06	0.00671140939597	7.06464146945e-05
3943	CNAG_03944T0	90	1777.0	8517.0	321.0	2356.0	2158	0.000562746201463	6.25273557181e-06	0.00311526479751	3.46140533056e-05
3944	CNAG_03945T0	14	1402.0	457.0	81.0	75.0	1834	0.000713266761769	5.09476258406e-05	0.0123456790123	0.000881834215168
3945	CNAG_03946T0	33	1274.0	2430.0	73.0	464.0	3656	0.000784929356358	2.37857380715e-05	0.013698630137	0.000415110004151
3946	CNAG_03946T1	29	985.0	2258.0	61.0	432.0	3656	0.0010152284264	3.50078767723e-05	0.016393442623	0.000565291124929
3947	CNAG_03948T0	93	4183.0	6676.0	231.0	1574.0	2056	0.000239062873536	2.57056853264e-06	0.004329004329	4.65484336452e-05
3948	CNAG_03949T0	3	208.0	274.0	27.0	31.0	1428	0.00480769230769	0.00160256410256	0.037037037037	0.0123456790123
