	Transcript	150904CM018-A_x	150904CM018-B_x	150904CM018-W_x	150904CM763-A_x	150904CM763-B_x	150904CM763-W_x	150904CM764-A_x	150904CM764-B_x	150904CM764-W_x	Intron	150904CM018-A_y	150904CM018-B_y	150904CM018-W_y	150904CM763-A_y	150904CM763-B_y	150904CM763-W_y	150904CM764-A_y	150904CM764-B_y	150904CM764-W_y	Length	150904CM763-B_x_norm	150904CM764-B_x_norm
4041	CNAG_04040T0	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	4148	inf	inf
4041	CNAG_04040T0	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	5.0	0.0	0.0	0.0	6.0	1.0	0.0	3.0	0.0	0.0	4148	inf	inf
4041	CNAG_04040T0	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	6.0	2.0	0.0	0.0	9.0	1.0	0.0	14.0	0.0	0.0	4148	inf	inf
4041	CNAG_04040T0	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	7.0	0.0	1.0	0.0	116.0	39.0	1.0	80.0	3.0	0.0	4148	1.0	inf
4041	CNAG_04040T0	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	8.0	0.0	0.0	0.0	14.0	4.0	0.0	4.0	1.0	0.0	4148	inf	inf
4042	CNAG_04040T1	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	4148	inf	inf
4042	CNAG_04040T1	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	2.0	0.0	0.0	0.0	8.0	1.0	0.0	5.0	0.0	0.0	4148	inf	inf
4042	CNAG_04040T1	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	3.0	0.0	0.0	0.0	10.0	2.0	0.0	5.0	1.0	0.0	4148	inf	inf
4042	CNAG_04040T1	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	4148	inf	inf
4042	CNAG_04040T1	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	5.0	0.0	0.0	0.0	6.0	1.0	0.0	3.0	0.0	0.0	4148	inf	inf
4042	CNAG_04040T1	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	6.0	2.0	0.0	0.0	9.0	1.0	0.0	14.0	0.0	0.0	4148	inf	inf
4042	CNAG_04040T1	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	7.0	0.0	1.0	0.0	116.0	39.0	1.0	80.0	3.0	0.0	4148	1.0	inf
4042	CNAG_04040T1	15	50.0	1769	564	3203	125.0	504.0	610.0	0.0	8.0	0.0	0.0	0.0	14.0	4.0	0.0	4.0	1.0	0.0	4148	inf	inf
4043	CNAG_04041T0	21	50.0	2562	518	3998	86.0	1504.0	2047.0	0.0	1.0	0.0	0.0	0.0	14.0	1.0	0.0	24.0	0.0	0.0	3766	inf	inf
4043	CNAG_04041T0	21	50.0	2562	518	3998	86.0	1504.0	2047.0	0.0	2.0	0.0	1.0	0.0	4.0	2.0	0.0	7.0	1.0	0.0	3766	inf	inf
4043	CNAG_04041T0	21	50.0	2562	518	3998	86.0	1504.0	2047.0	0.0	3.0	0.0	0.0	0.0	13.0	5.0	0.0	20.0	2.0	0.0	3766	inf	inf
4044	CNAG_04042T0	4	8.0	472	132	612	35.0	179.0	149.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	1373	inf	1.0
4044	CNAG_04042T0	4	8.0	472	132	612	35.0	179.0	149.0	0.0	2.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	1373	inf	inf
4045	CNAG_04043T0	16	31.0	4786	401	1715	87.0	919.0	828.0	0.0	1.0	0.0	1.0	1.0	32.0	14.0	0.0	76.0	6.0	1.0	1417	inf	1.0
4045	CNAG_04043T0	16	31.0	4786	401	1715	87.0	919.0	828.0	0.0	2.0	0.0	0.0	1.0	23.0	4.0	0.0	23.0	1.0	1.0	1417	inf	1.0
4045	CNAG_04043T0	16	31.0	4786	401	1715	87.0	919.0	828.0	0.0	3.0	0.0	0.0	0.0	6.0	1.0	0.0	10.0	0.0	0.0	1417	inf	inf
4047	CNAG_04045T0	3	15.0	1324	42	195	96.0	32.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	813	0.0	0.0
4048	CNAG_04046T0	4	12.0	965	143	563	67.0	88.0	74.0	0.0	1.0	0.0	0.0	0.0	7.0	3.0	0.0	3.0	0.0	0.0	1059	inf	inf
4048	CNAG_04046T0	4	12.0	965	143	563	67.0	88.0	74.0	0.0	2.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0	0.0	1059	inf	inf
4048	CNAG_04046T0	4	12.0	965	143	563	67.0	88.0	74.0	0.0	3.0	0.0	1.0	0.0	7.0	2.0	0.0	1.0	0.0	0.0	1059	inf	inf
4049	CNAG_04047T0	57	81.0	509	508	1271	38.0	695.0	350.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3561	inf	inf
4049	CNAG_04047T0	57	81.0	509	508	1271	38.0	695.0	350.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3561	inf	inf
4049	CNAG_04047T0	57	81.0	509	508	1271	38.0	695.0	350.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3561	inf	inf
4049	CNAG_04047T0	57	81.0	509	508	1271	38.0	695.0	350.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3561	inf	inf
4050	CNAG_04047T1	57	81.0	509	508	1271	38.0	695.0	350.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3561	inf	inf
4050	CNAG_04047T1	57	81.0	509	508	1271	38.0	695.0	350.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3561	inf	inf
4050	CNAG_04047T1	57	81.0	509	508	1271	38.0	695.0	350.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3561	inf	inf
4050	CNAG_04047T1	57	81.0	509	508	1271	38.0	695.0	350.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3561	inf	inf
4051	CNAG_04048T0	7	29.0	2659	157	1283	193.0	200.0	172.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1868	inf	inf
4051	CNAG_04048T0	7	29.0	2659	157	1283	193.0	200.0	172.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1868	inf	inf
4051	CNAG_04048T0	7	29.0	2659	157	1283	193.0	200.0	172.0	0.0	3.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	1868	inf	inf
4052	CNAG_04049T0	2	8.0	409	63	525	30.0	71.0	79.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2890	inf	inf
4052	CNAG_04049T0	2	8.0	409	63	525	30.0	71.0	79.0	0.0	2.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	2890	inf	inf
4053	CNAG_04050T0	9	21.0	3030	519	2281	303.0	344.0	374.0	0.0	1.0	0.0	0.0	0.0	7.0	6.0	0.0	2.0	0.0	0.0	1315	inf	inf
4053	CNAG_04050T0	9	21.0	3030	519	2281	303.0	344.0	374.0	0.0	2.0	0.0	4.0	1.0	144.0	43.0	0.0	70.0	6.0	1.0	1315	inf	1.0
4053	CNAG_04050T0	9	21.0	3030	519	2281	303.0	344.0	374.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	0.0	0.0	1315	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	1.0	0.0	0.0	0.0	22.0	6.0	0.0	3.0	1.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	5.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	8.0	0.0	0.0	0.0	6.0	2.0	0.0	5.0	1.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	11.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	12.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	13.0	1.0	0.0	0.0	29.0	1.0	0.0	17.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	14.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	6100	inf	inf
4054	CNAG_04051T0	12	26.0	901	293	1876	76.0	262.0	303.0	0.0	15.0	0.0	0.0	0.0	3.0	1.0	0.0	3.0	0.0	0.0	6100	inf	inf
4055	CNAG_04052T0	2	8.0	323	86	639	44.0	81.0	88.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	2912	inf	inf
4055	CNAG_04052T0	2	8.0	323	86	639	44.0	81.0	88.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2912	inf	inf
4055	CNAG_04052T0	2	8.0	323	86	639	44.0	81.0	88.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2912	1.0	inf
4055	CNAG_04052T0	2	8.0	323	86	639	44.0	81.0	88.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2912	inf	inf
4055	CNAG_04052T0	2	8.0	323	86	639	44.0	81.0	88.0	0.0	5.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2912	inf	inf
4055	CNAG_04052T0	2	8.0	323	86	639	44.0	81.0	88.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2912	inf	inf
4056	CNAG_04053T0	29	40.0	4978	397	2171	444.0	422.0	457.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2115	inf	inf
4057	CNAG_04054T0	40	59.0	8431	642	2857	745.0	655.0	573.0	0.0	1.0	0.0	0.0	0.0	12.0	4.0	0.0	6.0	2.0	0.0	1456	inf	inf
4057	CNAG_04054T0	40	59.0	8431	642	2857	745.0	655.0	573.0	0.0	2.0	0.0	0.0	0.0	7.0	2.0	0.0	4.0	0.0	0.0	1456	inf	inf
4057	CNAG_04054T0	40	59.0	8431	642	2857	745.0	655.0	573.0	0.0	3.0	0.0	0.0	0.0	11.0	3.0	0.0	7.0	0.0	0.0	1456	inf	inf
4058	CNAG_04055T0	14	28.0	3320	385	1852	294.0	344.0	305.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	1824	inf	inf
4058	CNAG_04055T0	14	28.0	3320	385	1852	294.0	344.0	305.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1824	inf	inf
4058	CNAG_04055T0	14	28.0	3320	385	1852	294.0	344.0	305.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1824	inf	inf
4058	CNAG_04055T0	14	28.0	3320	385	1852	294.0	344.0	305.0	0.0	4.0	0.0	0.0	1.0	18.0	8.0	0.0	13.0	0.0	1.0	1824	inf	1.0
4058	CNAG_04055T0	14	28.0	3320	385	1852	294.0	344.0	305.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	1824	inf	inf
4058	CNAG_04055T0	14	28.0	3320	385	1852	294.0	344.0	305.0	0.0	6.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1824	inf	inf
4059	CNAG_04056T0	6	14.0	1635	241	1051	138.0	197.0	189.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1522	inf	inf
4059	CNAG_04056T0	6	14.0	1635	241	1051	138.0	197.0	189.0	0.0	2.0	0.0	0.0	1.0	6.0	3.0	0.0	3.0	0.0	1.0	1522	inf	1.0
4059	CNAG_04056T0	6	14.0	1635	241	1051	138.0	197.0	189.0	0.0	3.0	0.0	0.0	0.0	15.0	3.0	0.0	4.0	0.0	0.0	1522	inf	inf
4059	CNAG_04056T0	6	14.0	1635	241	1051	138.0	197.0	189.0	0.0	4.0	0.0	0.0	1.0	20.0	6.0	0.0	18.0	0.0	1.0	1522	inf	1.0
4060	CNAG_04059T0	1	3.0	23	70	555	5.0	66.0	87.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1429	inf	inf
4060	CNAG_04059T0	1	3.0	23	70	555	5.0	66.0	87.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1429	inf	inf
4060	CNAG_04059T0	1	3.0	23	70	555	5.0	66.0	87.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1429	inf	inf
4061	CNAG_04060T0	2	4.0	103	48	309	11.0	55.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1612	0.0	0.0
4062	CNAG_04062T0	5	9.0	641	95	613	70.0	92.0	98.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3127	inf	inf
4062	CNAG_04062T0	5	9.0	641	95	613	70.0	92.0	98.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3127	inf	inf
4062	CNAG_04062T0	5	9.0	641	95	613	70.0	92.0	98.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	3127	inf	inf
4062	CNAG_04062T0	5	9.0	641	95	613	70.0	92.0	98.0	0.0	4.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	1.0	0.0	3127	inf	inf
4063	CNAG_04063T0	2	11.0	864	127	733	62.0	90.0	102.0	0.0	1.0	0.0	0.0	0.0	22.0	3.0	0.0	5.0	0.0	0.0	1201	inf	inf
4064	CNAG_04064T0	24	70.0	4304	907	4475	441.0	1169.0	1207.0	0.0	1.0	0.0	0.0	0.0	78.0	20.0	0.0	45.0	3.0	0.0	1431	inf	inf
4064	CNAG_04064T0	24	70.0	4304	907	4475	441.0	1169.0	1207.0	0.0	2.0	0.0	0.0	0.0	18.0	9.0	0.0	23.0	1.0	0.0	1431	inf	inf
4065	CNAG_04065T0	5	9.0	1664	101	395	82.0	107.0	88.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1049	inf	inf
4066	CNAG_04065T1	5	9.0	1664	101	395	82.0	107.0	88.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1049	inf	inf
4066	CNAG_04065T1	5	9.0	1664	101	395	82.0	107.0	88.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1049	inf	inf
4067	CNAG_04066T0	18	41.0	8147	504	2014	539.0	459.0	399.0	0.0	1.0	0.0	1.0	0.0	7.0	5.0	0.0	9.0	0.0	0.0	993	inf	inf
4067	CNAG_04066T0	18	41.0	8147	504	2014	539.0	459.0	399.0	0.0	2.0	0.0	1.0	0.0	14.0	8.0	0.0	4.0	0.0	0.0	993	inf	inf
4068	CNAG_04067T0	25	66.0	5498	1350	6241	296.0	1306.0	1272.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2304	inf	inf
4068	CNAG_04067T0	25	66.0	5498	1350	6241	296.0	1306.0	1272.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	2304	inf	inf
4068	CNAG_04067T0	25	66.0	5498	1350	6241	296.0	1306.0	1272.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	2304	inf	inf
4068	CNAG_04067T0	25	66.0	5498	1350	6241	296.0	1306.0	1272.0	0.0	4.0	0.0	0.0	0.0	12.0	4.0	0.0	5.0	0.0	0.0	2304	inf	inf
4068	CNAG_04067T0	25	66.0	5498	1350	6241	296.0	1306.0	1272.0	0.0	5.0	0.0	0.0	1.0	12.0	2.0	0.0	8.0	1.0	1.0	2304	inf	1.0
4068	CNAG_04067T0	25	66.0	5498	1350	6241	296.0	1306.0	1272.0	0.0	6.0	0.0	1.0	0.0	71.0	17.0	0.0	38.0	2.0	0.0	2304	inf	inf
4068	CNAG_04067T0	25	66.0	5498	1350	6241	296.0	1306.0	1272.0	0.0	7.0	0.0	0.0	1.0	6.0	5.0	0.0	5.0	2.0	1.0	2304	inf	1.0
4068	CNAG_04067T0	25	66.0	5498	1350	6241	296.0	1306.0	1272.0	0.0	8.0	1.0	0.0	0.0	4.0	3.0	0.0	5.0	0.0	0.0	2304	inf	inf
4069	CNAG_04068T0	34	421.0	10986	1038	6581	1324.0	773.0	1102.0	0.0	1.0	1.0	0.0	0.0	10.0	3.0	0.0	1.0	0.0	0.0	1452	inf	inf
4069	CNAG_04068T0	34	421.0	10986	1038	6581	1324.0	773.0	1102.0	0.0	2.0	0.0	0.0	0.0	4.0	2.0	0.0	3.0	2.0	0.0	1452	inf	inf
4070	CNAG_04069T0	20	78.0	4164	637	4477	277.0	792.0	1041.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	5988	inf	inf
4070	CNAG_04069T0	20	78.0	4164	637	4477	277.0	792.0	1041.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	5988	inf	inf
4070	CNAG_04069T0	20	78.0	4164	637	4477	277.0	792.0	1041.0	0.0	3.0	0.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	5988	inf	inf
4070	CNAG_04069T0	20	78.0	4164	637	4477	277.0	792.0	1041.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5988	inf	inf
4071	CNAG_04070T0	13	45.0	2008	424	3114	130.0	492.0	676.0	0.0	1.0	0.0	0.0	0.0	7.0	1.0	1.0	4.0	0.0	0.0	3958	1.0	inf
4071	CNAG_04070T0	13	45.0	2008	424	3114	130.0	492.0	676.0	0.0	2.0	0.0	0.0	0.0	9.0	3.0	0.0	3.0	0.0	0.0	3958	inf	inf
4071	CNAG_04070T0	13	45.0	2008	424	3114	130.0	492.0	676.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3958	inf	inf
4071	CNAG_04070T0	13	45.0	2008	424	3114	130.0	492.0	676.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	3958	inf	inf
4071	CNAG_04070T0	13	45.0	2008	424	3114	130.0	492.0	676.0	0.0	5.0	0.0	0.0	0.0	5.0	5.0	0.0	6.0	0.0	0.0	3958	inf	inf
4071	CNAG_04070T0	13	45.0	2008	424	3114	130.0	492.0	676.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3958	inf	inf
4071	CNAG_04070T0	13	45.0	2008	424	3114	130.0	492.0	676.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3958	inf	inf
4071	CNAG_04070T0	13	45.0	2008	424	3114	130.0	492.0	676.0	0.0	8.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3958	inf	inf
4072	CNAG_04071T0	10	26.0	3891	215	1199	207.0	218.0	206.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	1407	inf	inf
4072	CNAG_04071T0	10	26.0	3891	215	1199	207.0	218.0	206.0	0.0	2.0	0.0	0.0	0.0	7.0	1.0	0.0	2.0	2.0	0.0	1407	inf	inf
4073	CNAG_04072T0	5	2.0	224	56	281	57.0	29.0	26.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1294	inf	inf
4073	CNAG_04072T0	5	2.0	224	56	281	57.0	29.0	26.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1294	inf	inf
4074	CNAG_04073T0	6	22.0	824	136	1062	49.0	146.0	241.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4843	inf	inf
4074	CNAG_04073T0	6	22.0	824	136	1062	49.0	146.0	241.0	0.0	2.0	0.0	0.0	0.0	5.0	1.0	0.0	5.0	0.0	0.0	4843	inf	inf
4074	CNAG_04073T0	6	22.0	824	136	1062	49.0	146.0	241.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	8.0	2.0	0.0	4843	inf	inf
4075	CNAG_04074T0	27	91.0	7765	646	3731	500.0	637.0	756.0	0.0	1.0	0.0	0.0	0.0	30.0	4.0	0.0	10.0	1.0	0.0	3577	inf	inf
4075	CNAG_04074T0	27	91.0	7765	646	3731	500.0	637.0	756.0	0.0	2.0	0.0	0.0	0.0	25.0	8.0	0.0	17.0	0.0	0.0	3577	inf	inf
4075	CNAG_04074T0	27	91.0	7765	646	3731	500.0	637.0	756.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	3577	inf	inf
4075	CNAG_04074T0	27	91.0	7765	646	3731	500.0	637.0	756.0	0.0	4.0	0.0	0.0	0.0	8.0	2.0	0.0	5.0	0.0	0.0	3577	inf	inf
4075	CNAG_04074T0	27	91.0	7765	646	3731	500.0	637.0	756.0	0.0	5.0	0.0	0.0	0.0	6.0	3.0	0.0	3.0	0.0	0.0	3577	inf	inf
4075	CNAG_04074T0	27	91.0	7765	646	3731	500.0	637.0	756.0	0.0	6.0	0.0	0.0	0.0	7.0	3.0	0.0	11.0	1.0	0.0	3577	inf	inf
4076	CNAG_04076T0	21	62.0	7586	180	971	361.0	220.0	238.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	736	0.0	0.0
4077	CNAG_04077T0	3	1.0	819	62	287	68.0	59.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	953	0.0	0.0
4078	CNAG_04078T0	10	24.0	1930	280	1511	149.0	331.0	322.0	0.0	1.0	1.0	0.0	0.0	7.0	1.0	0.0	3.0	0.0	0.0	1635	inf	inf
4078	CNAG_04078T0	10	24.0	1930	280	1511	149.0	331.0	322.0	0.0	2.0	0.0	0.0	0.0	9.0	2.0	1.0	6.0	0.0	0.0	1635	1.0	inf
4079	CNAG_04079T0	6	26.0	1303	360	2013	85.0	303.0	281.0	0.0	1.0	0.0	0.0	0.0	7.0	1.0	0.0	1.0	1.0	0.0	1876	inf	inf
4079	CNAG_04079T0	6	26.0	1303	360	2013	85.0	303.0	281.0	0.0	2.0	0.0	0.0	0.0	13.0	4.0	0.0	9.0	1.0	0.0	1876	inf	inf
4079	CNAG_04079T0	6	26.0	1303	360	2013	85.0	303.0	281.0	0.0	3.0	0.0	0.0	0.0	3.0	4.0	0.0	3.0	1.0	0.0	1876	inf	inf
4080	CNAG_04080T0	16	40.0	3598	645	3353	199.0	954.0	934.0	0.0	1.0	0.0	0.0	0.0	31.0	7.0	0.0	21.0	1.0	0.0	1646	inf	inf
4081	CNAG_04081T0	7	11.0	2021	244	948	111.0	227.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1052	0.0	0.0
4082	CNAG_04082T0	8	61.0	3021	314	2105	249.0	332.0	396.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	2862	inf	inf
4082	CNAG_04082T0	8	61.0	3021	314	2105	249.0	332.0	396.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	2862	inf	inf
4082	CNAG_04082T0	8	61.0	3021	314	2105	249.0	332.0	396.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	2862	inf	inf
4082	CNAG_04082T0	8	61.0	3021	314	2105	249.0	332.0	396.0	0.0	4.0	0.0	0.0	0.0	5.0	1.0	0.0	3.0	0.0	0.0	2862	inf	inf
4082	CNAG_04082T0	8	61.0	3021	314	2105	249.0	332.0	396.0	0.0	5.0	0.0	0.0	0.0	6.0	2.0	0.0	3.0	0.0	0.0	2862	inf	inf
4083	CNAG_04083T0	10	63.0	2189	636	4936	153.0	780.0	1188.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	0.0	4108	inf	inf
4083	CNAG_04083T0	10	63.0	2189	636	4936	153.0	780.0	1188.0	0.0	2.0	0.0	0.0	0.0	6.0	3.0	0.0	1.0	1.0	0.0	4108	inf	inf
4083	CNAG_04083T0	10	63.0	2189	636	4936	153.0	780.0	1188.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	4108	inf	inf
4083	CNAG_04083T0	10	63.0	2189	636	4936	153.0	780.0	1188.0	0.0	4.0	0.0	0.0	0.0	3.0	1.0	0.0	5.0	0.0	0.0	4108	inf	inf
4083	CNAG_04083T0	10	63.0	2189	636	4936	153.0	780.0	1188.0	0.0	5.0	0.0	0.0	0.0	14.0	2.0	0.0	6.0	0.0	0.0	4108	inf	inf
4083	CNAG_04083T0	10	63.0	2189	636	4936	153.0	780.0	1188.0	0.0	6.0	0.0	0.0	0.0	7.0	1.0	0.0	1.0	1.0	0.0	4108	inf	inf
4083	CNAG_04083T0	10	63.0	2189	636	4936	153.0	780.0	1188.0	0.0	7.0	0.0	0.0	0.0	5.0	1.0	0.0	1.0	0.0	0.0	4108	inf	inf
4084	CNAG_04083T1	10	63.0	2189	636	4936	153.0	780.0	1188.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	0.0	5.0	0.0	0.0	4108	inf	inf
